question,answer,document
В каких случаях налогоплательщик - участник соглашения о защите и поощрении капиталовложений может уменьшать подлежащие уплате суммы налогов?," Налогоплательщик - участник соглашения о защите и поощрении капиталовложений может уменьшать подлежащие уплате суммы налогов в случаях, когда федеральному закону ""О защите и поощрении капиталовложений в Российской Федерации"" предусмотрено предоставление мер государственной поддержки (налоговый вычет для СЗПК).",['Налоговый кодекс Российской Федерации']
Кто обязан представлять уведомления об участии в международной группе компаний?," Налогоплательщики (за исключением иностранных организаций, получающих только доходы, указанные в статье 309 настоящего Кодекса), являющиеся участниками международной группы компаний, обязаны представлять уведомления об участии в международной группе компаний.",['Налоговый кодекс Российской Федерации']
Может ли принципал ссылаться на отсутствие у агента надлежащих полномочий в отношениях с третьими лицами?," В соответствии с контекстом из гражданского кодекса России, указанному в вопросе, принципал может ссылаться на отсутствие у агента надлежащих полномочий в отношениях с третьими лицами, если документы показывают, что третье лицо знало или должно было знать об ограничении полномочий агента. Если нет таких документов, то принципал не может ссылаться на отсутствие надлежащих полномочий агента (Артикл 428 Гражданского кодекса России).","['Налоговый кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
"Какой штраф предусмотрен за представление странового отчета, содержащего недостоверные сведения?", 100 000 рублей (Статья 129.10),"['Административный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации']"
Какие требования к отчетности об исполнении государственного (муниципального) задания должны быть указаны?," Отвечаю по контексту:

Для государственных и муниципальных учреждений требуется соблюдение правил формирования и финансового обеспечения исполнения государственного (муниципального) задания, а также представление отчетности о результатах работы в установленные сроки. В случае нарушения этих требований может быть наложен административный штраф на должностных лиц в размере от десяти тысяч до тридцати тысяч рублей (статья 15.15.15 Административного кодекса России).","['Трудовой кодекс Российской Федерации', 'Административный кодекс Российской Федерации']"
Как уполномоченный орган выдает заключение об исчезновении характерных условий?," Уполномоченный орган осуществляет контроль за сохранением особых свойств товара, в отношении которого зарегистрировано наименование места происхождения товара, и выдает заключение об исчезновении характерных для данного географического объекта условий в установленном им порядке при предоставлении заявителем документов, предусмотренных таким порядком.","['Жилищный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
Кто проводит экспертизу?," Экспертиза проводится различными лицами в зависимости от типа и субъекта дела.

1. В соответствии с Гражданским процессуальным кодексом России, экспертизу могут выполнять эксперты судебно-экспертных учреждений по поручению руководителей этих учреждений или иные эксперты, которых она поручается судом.

2. В соответствии с Трудовым кодексом России, государственная экспертиза условий труда осуществляется федеральным органом исполнительной власти или органами исполнительной власти субъектов Российской Федерации в области охраны труда.

3. В соответствии с Налоговым кодексом России, экспертиза может проводиться экспертом, который присутствует с разрешения должностного лица налогового органа при производстве экспертизы.

4. В соответствии с Градостроительным кодексом России, государственную экспертизу проектной документации и государственную экспертизу результатов инженерных изысканий проводятся федеральным органом исполнительной власти, организами исполнительной власти субъекта Российской Федерации, уполномоченными на проведение государственной экспертизы проектной документации, или подведомственными указанным органам государственными (бюджетными или автономными) учреждениями.

5. В соответствии с Кодексом административного судопроизводства России, экспертиза проводится экспертами, которые являются работниками государственного судебно-экспертного учреждения, по поручению руководителя этого учреждения или иными экспертами, которым она поручена судом.","['Трудовой кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
"Проводится ли предварительное судебное заседание в делах, рассматриваемых в порядке упрощенного производства?"," Не проводится. По тексту статьи 232.4 пункта 6 Гражданского процессуального кодекса России - ""Предварительное судебное заседание по делам, рассматриваемым в порядке упрощенного производства, не проводится.""","['Гражданский процессуальный кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации']"
"Кто осуществляет контроль за межбюджетными субсидиями, субвенциями, трансфертами и кредитами?"," Федеральный орган исполнительной власти, осуществляющий контроль и надзор в финансово-бюджетной сфере, его заместители. (Article 18)","['Жилищный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
Что такое «договорное потребление теплоносителя» в документе МДС 41-3.2000?," ""Недостаточно данных в нормативной базе""","['Жилищный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Административный кодекс Российской Федерации']"
"Что грозит индивидуальным предпринимателям за нарушение обязательных требований при обращении драгоценных металлов, драгоценных камней и продукции из них?"," Нарушение обязательных требований при обращении драгоценных металлов, драгоценных камней и продукции из них грозит индивидуальным предпринимателям наложением административного штрафа в размере от ста двадцати тысяч до ста сорока тысяч рублей.","['Административный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации']"
Какую роль играет управляющий проектом в выборе и согласовании места размещения объекта по ГОСТ МДС 11-11.2000?," По контексту нет упоминания о стандарте ГОСТ МДС 11-11.2000, однако, в рамках раздела ""Градостроительный кодекс Россииской Федерации"", статья 5 предусматривает согласование документации по планировке территории с уполномоченными органами. Это включает в себя размещение объектов капитального строительства, причем решение о подготовке такой документации может быть принято уполномоченными органами исполнительной власти субъекта Российской Федерации. В процессе этой деятельности могут участвовать различные специалисты, включая архитекторов, инженеров и проектных менеджеров, которые координируют работу над проектом и отвечают за его успешное выполнение. Однако, роль управляющего проектом в конкретном случае с выбором места размещения объекта не определена и может определяться согласно проектному процессу или соглашениям между заинтересованными сторонами.",['Градостроительный кодекс Российской Федерации']
Какие требования предъявляются к эксплуатации теплопотребляющих установок и тепловых сетей абонентом согласно ГОСТ?," Недостаточно данных в нормативной базе для определения требований к эксплуатации теплопотребляющих установок и тепловых сетей абонентом согласно ГОСТ, поскольку в приведённом контексте нет информации об использовании нормативных документов Государственного стандарта (ГОСТ) к этой теме.","['Жилищный кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Какие финансовые показатели должны быть указаны в форме 'Опыт работы претендента по самому крупному построенному объекту сопоставимого вида и объем работы в России или за рубежом' согласно ГОСТ МДС 80-5.2000?," Ответ:

""Недостаточно данных в нормативной базе для точного определения финансовых показателей, которые должны быть указаны в форме 'Опыт работы претендента по самому крупному построенному объекту сопоставимого вида и объем работы в России или за рубежом' согласно ГОСТ МДС 80-5.2000.""","['Трудовой кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
"Какие действия необходимо предпринять при обнаружении неисправности расположенных на крыше карнизов, водоотводящих устройств, ограждений, гильз, анкеров, устройств молниезащиты согласно ГОСТ МДС 17-13.2000?"," ""При обнаружении неисправности расположенных на крыше карнизов, водоотводящих устройств, ограждений, гильз, анкеров, устройств молниезащиты согласно ГОСТ МДС 17-13.2000 необходимо провести ремонт этих элементов по требованиям данного стандарта.""

**Документ:** ГОСТ МДС 17-13.2000 ""Государственный стандарт Российской Федерации. Методические указания к ремонту и монтажу электрических соединений и систем внутренних коммуникаций""","['Трудовой кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Как уведомляется подозреваемый или обвиняемый о принятых мерах?, Подозреваемый или обвиняемый уведомляется следователем или дознавателем о принятых мерах в соответствии с частью первой статьи 151 Уголовно-процессуального кодекса России.,['Уголовно-процессуальный кодекс Российской Федерации']
Какие источники информации используются для определения текущих цен на материальные ресурсы в МДС 81-14.2000?," Отвечаю по контексту: Официальные источники информации о рыночных ценах на товары, работы или услуги и биржевых котировках используются для определения текущих цен на материальные ресурсы в МДС 81-14.2000.",['Налоговый кодекс Российской Федерации']
Какие работы по утеплению зданий должны быть выполнены согласно ГОСТ МДС 13-18.2000?," Ответ: Недостаточно данных в нормативной базе для ответа на вопрос о работах по утеплению зданий, которые должны быть выполнены согласно ГОСТ МДС 13-18.2000. Эта документация касается жилищного кодекса и не содержит сведений о конкретных работах по утеплению зданий, требующих выполнения согласно ГОСТ МДС 13-18.2000.","['Жилищный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
"Когда не допускается раздел, перераспределение или выдел земельных участков, если сохраняемые обременения не позволяют использовать земельные участки в соответствии с разрешенным использованием?"," Недостаточно данных в нормативной базе для определения обстоятельств, при которых раздел, перераспределение или выдел земельных участков может быть запрещен из-за сохраняемых обременений.","['Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
Какова периодичность капитального ремонта металлической кровли согласно ГОСТ МДС 14-13.2000?," ""Недостаточно данных в нормативной базе""","['Жилищный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Какие телефоны доступны для бесплатной юридической консультации в регионах России?, 8 (800) 301-92-12 (Регионы РФ),"['Гражданский кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
"Какая информация должна быть указана в журнале учета проверки знаний норм, правил, инструкций согласно ГОСТ МДС 15-13.2000?"," Недостаточно данных в нормативной базе для ответа на этот вопрос. Информацию о том, какая информация должна быть указана в журнале учета проверки знаний норм, правил, инструкций согласно ГОСТ МДС 15-13.2000 нет в предоставленном контексте законодательстве.","['Гражданский кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
По каким основаниям заявитель не допускается к участию в аукционе?," Заявитель не допускается к участию в аукционе по следующим основаниям:
1) Непредставление определенных в соответствии с части 14 настоящей статьи необходимых для участия в аукционе документов или представление недостоверных сведений.
2) Непоступление денежных средств в качестве задатка или обеспечения денежными средствами заявки на участие в аукционе на дату рассмотрения заявок на участие в аукционе в случае, если установлено требование о внесении задатка для участия в аукционе или об обеспечении денежными средствами заявки на участие в аукционе.
3) Подача заявки на участие в аукционе лицом, которое не соответствует требованиям к участникам аукциона, установленным в статье 55.29 настоящего Кодекса.
4) Отсутствие у заявителя на участие в аукционе недоимок по налогам, сборам, задолженности по иным обязательным платежам в бюджеты бюджетной системы Российской Федерации (за исключением сумм, на которые предоставлены отсрочка, рассрочка, инвестиционный налоговый кредит в соответствии с законодательством Российской Федерации о налогах и сборах, которые реструктурированы в соответствие с законодательством Российской Федерации, по которым имеется вступившее в законную силу решение суда о признании обязанности заявителя по уплате этих сумм исполненной или которые признаны безнадежными к взысканию в соответствии с законодательством Российской Федерации о налогах и сборах) за прошедший календарный год, размер которых превышает двадцать пять процентов балансовой стоимости активов заявителя, по данным бухгалтерской отчетности за последний отчетный период.","['Кодекс административного судопроизводства Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
В каких случаях осужденные могут содержаться в одиночных камерах?," В случае полной или частичной отмены вступившего в законную силу обвинительного приговора суда и прекращения уголовного дела по основаниям, предусмотренным пунктами 1, 2 и 5 части первой статьи 24 Уголовно-процессуального кодекса России или по применению принудительных мер медицинского характера к осужденному могут содержаться в одиночных камерах (ст. 186, 2.1 Уголовно-процессуального кодекса России). Кроме того, при установлении по результатам судебно-психиатрической экспертизы наличия у лица, в отношении которого в качестве меры пресечения избрано заключение под стражу, психического расстройства, требующего помещения его в медицинскую организацию, оказывающую психиатрическую помощь в стационарных условиях, осужденный может содержаться в одиночных камерах (ст. 241 Уголовно-процессуального кодекса России).","['Уголовно-процессуальный кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации']"
Как проводятся повторные измерения времени падения уровня воды?," Сведений в нормативной базе, касающихся проведения повторных измерений времени падения уровня воды отсутствует.","['Трудовой кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации']"
"Какое название имеет документ, регламентирующий использование текущих и прогнозных индексов стоимости при составлении сметной документации? (ГОСТ МДС 81-9.2000)"," ""Недостаточно данных в нормативной базе""","['Жилищный кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
Какие специальные знания могут потребоваться при составлении диспаши?," По контексту, не обнаружено упоминаний о необходимости использования специальных познаний в науке, технике или ремесле при составлении диспаши (документации о проекте). В Градостроительном кодексе Россииской Федерации, например, определены материалы, необходимые для подготовки такой документации, но не сказано о специальных познаниях, которые могут потребоваться.","['Трудовой кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
Как должны быть закрыты проемы и отверстия при работе геодезиста на монтажном горизонте в СНиП 3.01.03-84?," Ответ: ""По СНиП 3.01.03-84, проемы и отверстия при работе геодезиста на монтажном горизонте должны быть закрыты уплотнительными материалами или с помощью специальных устройств для предотвращения попадания в них песка и грязи.""
(СНиП 3.01.03-84, статья 62)","['Трудовой кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
"Кто может рассматривать дела об административных правонарушениях от имени органов, осуществляющих контроль в сфере естественных монополий?"," руководители федеральных органов исполнительной власти, осуществляющих федеральный государственный контроль (надзор) в сфере естественных монополий, их заместители;

руководители территориальных органов федеральных органов исполнительной власти, осуществляющих федеральный государственный контроль (надзор) в сфере естественных монополий, их заместители;

руководители органов исполнительной власти субъектов Российской Федерации, осуществляющих региональный государственный контроль (надзор) в сфере естественных монополий, их заместители.",['Административный кодекс Российской Федерации']
Какие виды технического обслуживания и ремонта предусмотрены для кранов башенных с грузовым моментом до 25 тм согласно ТИПОВЫМ НОРМАМ?," Недостаточно данных в нормативной базе для ответа на этот вопрос, т.к. не предоставлены ТИПОВЫМ НОРМаМАми.","['Административный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
"Какие работы необходимо выполнить для подготовки систем горячего водоснабжения, согласно ГОСТ МДС 13-18.2000?"," Недостаточно данных в нормативной базе для ответа на этот вопрос, как по отношению к Налоговому кодексу России, так и к другим действующим законам или ГОСТом. Для получения правильного ответа необходимо использовать соответствующий ГОСТ МДС 13-18.2000 ""Горячее водоснабжение: основные требования к проектированию, строительству и эксплуатации"".","['Жилищный кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
"Что происходит, если обеспеченное обязательство было изменено без согласия поручителя?"," ""Недостаточно данных в нормативной базе""","['Гражданский кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
Какие методы могут использоваться для построения геодезических сетей сгущения согласно СНиП 3.01.03-84?," Ответ: Недостаточно данных в нормативной базе для ответа на вопрос о методах, которые могут использоваться для построения геодезических сетей сгущения согласно СНиП 3.01.03-84.","['Жилищный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
"При каких обстоятельствах прекращается обязанность по уплате ввозных таможенных пошлин, налогов, специальных, антидемпинговых, компенсационных пошлин в отношении иностранных товаров, перемещаемых трубопроводным транспортом, согласно статье 295?"," Ответ: Прекращение обязанности по уплате ввозных таможенных пошлин, налогов, специальных, антидемпинговых, компенсационных пошлин в отношении иностранных товаров, перемещаемых трубопроводным транспортом, может произойти при соблюдении таможенного законодательства Таможенного союза и законодательства Российской Федерации о таможенном деле.","['Административный кодекс Российской Федерации', 'Уголовный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации']"
Какие методы используются для проверки прямолинейности оси труб в горизонтальной плоскости согласно СНиП 3.01.03-84?, Недостаточно данных в нормативной базе для ответа на этот вопрос.,"['Гражданский кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
Как и когда уплачиваются авансовые платежи и налог?," Налог и авансовые платежи по налогу уплачиваются налогоплательщиками-организациями в срок не позднее 1 марта года, следующего за истекшим налоговым периодом (статья 397, пункт 1). Авансовые платежи по налогу подлежат уплате налогоплательщиками-организациями в срок не позднее последнего числа месяца, следующего за истекшим отчетным периодом (статья 397, пункт 1).

Налог подлежит уплате налогоплательщиками - физическими лицам в срок не позднее 1 декабря года, следующего за истекшим налоговым периодом (статья 397, пункт 1).

Ежемесячные авансовые платежи, подлежащие уплате в течение отчетного периода, уплачиваются в срок не позднее 28-го числа каждого месяца этого отчетного периода (статья 279).

Авансовые платежи по единому сельскохозяйственному налогу уплачиваются не позднее 25 календарных дней со дня окончания отчетного периода (статья 346.9, пункт 2).

Авансовые платежи по минимальному налогу уплачиваются не позднее 28-го числа месяца, следующего за отчетным периодом (статья 333, пункт 6).",['Налоговый кодекс Российской Федерации']
Какие данные должны быть указаны в определении судебной коллегии Верховного Суда Российской Федерации?," 1) наименование и состав суда, вынесшего определение","['Кодекс административного судопроизводства Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
Какие действия предпринимаются при выявлении дефектов в ходе технического осмотра согласно ГОСТ МДС 14-13.2000?," По контексту законодательства, при выявлении дефектов в ходе технического осмотра транспортных средств (по ГОСТ МДС 14-13.2000 может не указываться), нарушения требований законодательства о техническом осмотре транспортных средств влекут штрафные санкции, распределяемые по размерам для граждан, должностных лиц и юридических лиц. При этом не указывается на возможность предпринятия других действий, таких как заявление о дефектах или требование повторного выполнения работы.","['Административный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Что предусмотрено частью 2 статьи 20.2 КоАП РФ?," По контексту, в части 2 статьи 20.2 Кодекса об административных правонарушениях России (КоАП) предусмотрено наложение административного штрафа за распространение в информационно-телекоммуникационных сетях, включая сеть ""Интернет"", информации, выражающей в неприличной форме оскорбление человеческого достоинства и общественную нравственность, явное неуважение к обществу, государству, официальным государственным символам Российской Федерации, Конституции России или органам, осуществляющим государственную власть в Российской Федерации. Эти действия должны не содержать уголовно наказуемого деяния. Наложение административного штрафа будет от 30 000 до 100 000 рублей.","['Административный кодекс Российской Федерации', 'Уголовный кодекс Российской Федерации']"
