question,answer,source,page
Какие работы выполняются с повышенными требованиями к качеству и классу точности?,"Действие ФЕРм не распространяется на:
- работы, нормы на которые отсутствуют в сборниках ГЭСНм;
- монтаж оборудования, техническая характеристика, условия поставки и способ
монтажа которого существенно отличаются от предусмотренных сборниками;
- монтаж оборудования, к качеству и классу точности монтажа которого
предъявляются требования, превышающие требования и допуски, приведенные в
сборниках СНиП, часть 3 «Правила производства и приемки работ»;
- работы с применением машин и оборудования, в том числе импортного, не
имеющих 
аналогов 
отечественного 
производства, 
существенно 
изменяющих
технологию производства работ и расход ресурсов по сравнению с ФЕРм;
- работы, выполняемые в высокогорных районах на высоте более 3500 м.",Data1_10_10754_index.pdf,2
Какие положения МДС 81-3.99 следует учитывать при определении стоимости затрат на эксплуатацию строительных машин и механизмов?,"Результаты расчетов по определению стоимости дорожных работ
оформляются в соответствии с формами приложения 3 Методических указаний
по определению стоимости строительной продукции на территории Российской
Федерации (МДС 81-1.99).",Data1_10_10848_index.pdf,3
Что включает техническая приемка перед монтажом конструкций фонарей согласно ГОСТ МДС 31-8.2002?,"Перед монтажом конструкций фонарей производителем работ должна быть произведена техническая
приемка отдельных их элементов и выполнены подготовительные работы.",Data1_10_10846_index.pdf,18
Какие документы регулируют оптовые цены на оборудование?,"В случае, если монтажные и пусконаладочные работы на объекте по какому-либо
оборудованию выполняются одним и тем же звеном (бригадой), цену пусконаладочных
работ по такому оборудованию следует принимать с коэффициентом 0,8.",Data1_10_10864_index.pdf,34
Какие виды грантов не подлежат налогообложению?,"В случае, если информация, предусмотренная пунктом 5 настоящей статьи, не была представлена в 
отношении доходов в виде дивидендов по акциям (долям) международной холдинговой компании, 
которая является публичной компанией на день принятия решения такой компанией о выплате дивидендов 
и являлась публичной компанией по состоянию на 1 января 2018 года, указанные доходы подлежат 
налогообложению по налоговой ставке, установленной пунктом 1 статьи 224 настоящего Кодекса.",Налоговый кодекс Российской Федерации.pdf,786
Является ли ассоциация (союз) собственником своего имущества?,"Юридические лица, являющиеся некоммерческими организациями, могут создаваться в 
организационно-правовых формах: 
1) потребительских кооперативов, к которым относятся в том числе жилищные, жилищно-строительные и 
гаражные кооперативы, общества взаимного страхования, кредитные кооперативы, фонды проката, 
сельскохозяйственные потребительские кооперативы; 
2) общественных организаций, к которым относятся в том числе политические партии и созданные в 
качестве юридических лиц профессиональные союзы (профсоюзные организации), органы общественной 
самодеятельности, территориальные общественные самоуправления; 
2.1) общественных движений; 
3) ассоциаций (союзов), к которым относятся в том числе некоммерческие партнерства, саморегулируемые 
организации, объединения работодателей, объединения профессиональных союзов, кооперативов и 
общественных организаций, торгово-промышленные палаты; 
4) товариществ собственников недвижимости, к которым относятся в том числе товарищества 
собственников жилья, садоводческие или огороднические некоммерческие товарищества; 
5) казачьих обществ, внесенных в государственный реестр казачьих обществ в Российской Федерации;",Гражданский кодекс Российской Федерации.pdf,21
Какие единицы измерения рекомендуются для разработки УПБС согласно ГОСТу?,"Сборник УПБС ВР разрабатывается по отдельным конструктивным элементам, видам работ и устройств объекта (КЭ)
с едиными для каждого КЭ единицами измерения, отражающими потребительские свойства объектов строительства, что
обеспечивает возможность выполнения расчетов по взаимозаменяемости конструктивных решений при различных вариантах
проектных решений.",Data1_2_2079_index.pdf,3
Что такое постоянное местонахождение иностранной организации?,"Налоговая ставка 0 процентов, предусмотренная пунктом 4.1 статьи 284 настоящего Кодекса, применяется 
к налоговой базе, определяемой по доходам от операций по реализации или иного выбытия (в том числе 
погашения) акций (долей участия в уставном капитале) российских и (или) иностранных организаций, при 
условии, что на дату реализации или иного выбытия (в том числе погашения) таких акций (долей участия в 
уставном капитале организаций) они непрерывно принадлежат налогоплательщику на праве собственности 
или на ином вещном праве более пяти лет.",Налоговый кодекс Российской Федерации.pdf,1097
"Что влечет наложение административного штрафа на должностных лиц за нарушение правил эксплуатации, неиспользование сооружений, оборудования или аппаратуры для очистки газов и контроля выбросов вредных веществ в атмосферный воздух?","Нарушение правил эксплуатации, неиспользование сооружений, оборудования или аппаратуры для 
очистки газов и контроля выбросов вредных веществ в атмосферный воздух, которые могут привести к его 
загрязнению, либо использование неисправных указанных сооружений, оборудования или аппаратуры, за 
исключением случаев, предусмотренных статьей 8.51 настоящего Кодекса, - 
влечет наложение административного штрафа на должностных лиц в размере от одной тысячи до двух 
тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования 
юридического лица, - от одной тысячи до двух тысяч рублей или административное приостановление 
деятельности на срок до девяноста суток; на юридических лиц - от десяти тысяч до двадцати тысяч рублей 
или административное приостановление деятельности на срок до девяноста суток.",Административный кодекс Российской Федерации.pdf,121
"Что такое мониторинг, основанный на добровольном участии контролируемых лиц?","В случае признания налогоплательщика контролирующим лицом на основании подпункта 2 пункта 3 статьи 
25.13 настоящего Кодекса налогоплательщик вправе представить в налоговый орган одновременно с 
уведомлением о контролируемых иностранных компаниях соответствующие пояснения и (или) документы, 
подтверждающие, что ему не было известно о том, что в календарном году, за который не было 
представлено уведомление о контролируемых иностранных компаниях, доля участия в иностранной 
организации всех лиц, признаваемых налоговыми резидентами Российской Федерации (для физических лиц 
- совместно с супругами и несовершеннолетними детьми), составляла более 50 процентов.",Налоговый кодекс Российской Федерации.pdf,81
При каких условиях выгодоприобретатель принимает обязательства по договору морского страхования?,"Права страхователя по договору морского страхования в пользу 
выгодоприобретателя 
При страховании в пользу выгодоприобретателя страхователь пользуется всеми правами по 
договору морского страхования без доверенности выгодоприобретателя.",Кодекс торгового мореплавания Российской Федерации.pdf,84
Какое наименование должно быть присвоено выпуску проектной документации?,"СК-2
Наименование проектной
документации
Обозначение
Порядковый
№ __
Обозначение серии
Обозначение выпуска
Наименование серии
Наименование
выпуска
 
 
 
 
АВТОР
(Наименование ведущей организации - разработчика
проектной документации (ПД), почтовый адрес)
УТВЕРЖДЕНИЕ
(Наименование организации (инстанции),
утвердившей ПД)
(Наименование, дата и номер документа)
ВВЕДЕНИЕ В ДЕЙСТВИЕ
(Наименование организации, которая ввела ПД в
действие)
(Наименование, дата и номер документа)
СРОК ДЕЙСТВИЯ
Начало (месяц, год)
Окончание (месяц, год)
ПОСТАВЩИК ДОКУМЕНТАЦИИ
(Наименование организации, распространяющей
ПД, почтовый адрес)
 
Инв.",Data1_10_10849_index.pdf,18
Как определяется геометрический КЕО в расчетной точке по ГОСТ МДС 31-8.2002?,"Подсчет количества лучей для определения геометрического КЕО производится в следующей
последовательности:
график I накладывается на поперечный разрез помещения, центр графика «0» совмещается с расчетной
точкой, а нижняя линия графика - со следом рабочей поверхности;
подсчитывается количество лучей n1, попадающих в расчетную точку через световые проемы;
отмечается номер полуокружности графика I, которая проходит через середину светового проема;
график II накладывается на продольный разрез помещения, при этом его вертикальная ось и горизонталь,
номер которой соответствует номеру полуокружности по графику I, проходит через середину светового проема;
подсчитывается количество лучей n2 по графику II, проходящих через световые проемы;
определяется eв по формуле (1).",Data1_10_10846_index.pdf,34
Препятствует ли прекращение производства обращению других лиц?,"Комментарии к статьям на сайте 
https://koapkodeksrf.ru/ 
 
 
 
 
3) проверяются полномочия законных представителей физического или юридического лица, защитника и 
представителя; 
4) выясняется, извещены ли участники производства по делу в установленном порядке, выясняются 
причины неявки участников производства по делу и принимается решение о рассмотрении дела в 
отсутствие указанных лиц либо об отложении рассмотрения дела; 
5) разъясняются лицам, участвующим в рассмотрении дела, их права и обязанности; 
6) рассматриваются заявленные отводы и ходатайства; 
7) выносится определение об отложении рассмотрения дела в случае: 
а) поступления заявления о самоотводе или об отводе судьи, члена коллегиального органа, должностного 
лица, рассматривающих дело, если их отвод препятствует рассмотрению дела по существу; 
б) отвода специалиста, эксперта или переводчика, если указанный отвод препятствует рассмотрению дела 
по существу; 
в) необходимости явки лица, участвующего в рассмотрении дела, истребования дополнительных 
материалов по делу или назначения экспертизы; 
8) выносится определение о приводе лица, участие которого признается обязательным при рассмотрении 
дела, в соответствии с частью 3 статьи 29.4 настоящего Кодекса; 
9) выносится определение о передаче дела на рассмотрение по подведомственности в соответствии со 
статьей 29.5 настоящего Кодекса.",Административный кодекс Российской Федерации.pdf,576
"В каких случаях судебные расходы, понесенные судом, взыскиваются с административного ответчика?","В случае, если иск удовлетворен частично, а ответчик освобожден от уплаты судебных расходов, 
издержки, понесенные судом в связи с рассмотрением дела, взыскиваются в доход бюджета, за счет 
средств которого они были возмещены, с истца, не освобожденного от уплаты судебных расходов, 
пропорционально той части исковых требований, в удовлетворении которой ему отказано.",Гражданский процессуальный кодекс Российской Федерации.pdf,40
Какова цель документа МДС 41-3.2000?,"ГОСУДАРСТВЕННЫЙ КОМИТЕТ РОССИЙСКОЙ ФЕДЕРАЦИИ
ПО СТРОИТЕЛЬСТВУ И ЖИЛИЩНО-КОММУНАЛЬНОМУ КОМПЛЕКСУ
(ГОССТРОЙ РОССИИ)
Утверждено
приказом Госстроя России
от 21.04.2000 №92
ОРГАНИЗАЦИОННО-МЕТОДИЧЕСКИЕ
РЕКОМЕНДАЦИИ
ПО ПОЛЬЗОВАНИЮ СИСТЕМАМИ
КОММУНАЛЬНОГО ТЕПЛОСНАБЖЕНИЯ
В ГОРОДАХ И ДРУГИХ НАСЕЛЕННЫХ
ПУНКТАХ РОССИЙСКОЙ ФЕДЕРАЦИИ
МДС 41-3.2000
Москва
2000
I.",Data1_10_10871_index.pdf,1
"Как определяется рыночная стоимость земельного участка, если разрешенное использование изменено для строительства объектов федерального значения?","Комментарии к статьям на сайте 
https://zkodeksrf.ru/ 
 
 
 
 
или земельный участок образован из земельного участка, в отношении которого с другим лицом заключен 
договор о комплексном развитии территории, за исключением случаев, если такой земельный участок 
предназначен для размещения объектов федерального значения, объектов регионального значения или 
объектов местного значения и с заявлением о предоставлении такого земельного участка обратилось лицо, 
уполномоченное на строительство указанных объектов; 
10) указанный в заявлении о предоставлении земельного участка земельный участок образован из 
земельного участка, в отношении которого заключен договор о комплексном развитии территории, и в 
соответствии с утвержденной документацией по планировке территории предназначен для размещения 
объектов федерального значения, объектов регионального значения или объектов местного значения, за 
исключением случаев, если с заявлением о предоставлении в аренду земельного участка обратилось лицо, 
с которым заключен договор о комплексном развитии территории, предусматривающий обязательство 
данного лица по строительству указанных объектов; 
11) указанный в заявлении о предоставлении земельного участка земельный участок является предметом 
аукциона, извещение о проведении которого размещено в соответствии с пунктом 19 статьи 39.11 
настоящего Кодекса; 
12) в отношении земельного участка, указанного в заявлении о его предоставлении, поступило 
предусмотренное подпунктом 6 пункта 4 статьи 39.11 настоящего Кодекса заявление о проведении 
аукциона по его продаже или аукциона на право заключения договора его аренды при условии, что такой 
земельный участок образован в соответствии с подпунктом 4 пункта 4 статьи 39.11 настоящего Кодекса и 
уполномоченным органом не принято решение об отказе в проведении этого аукциона по основаниям, 
предусмотренным пунктом 8 статьи 39.11 настоящего Кодекса; 
13) в отношении земельного участка, указанного в заявлении о его предоставлении, опубликовано и 
размещено в соответствии с подпунктом 1 пункта 1 статьи 39.18 настоящего Кодекса извещение о 
предоставлении земельного участка для индивидуального жилищного строительства, ведения личного 
подсобного хозяйства, ведения гражданами садоводства для собственных нужд или осуществления 
крестьянским (фермерским) хозяйством его деятельности; 
14) разрешенное использование земельного участка не соответствует целям использования такого 
земельного участка, указанным в заявлении о предоставлении земельного участка, за исключением 
случаев размещения линейного объекта в соответствии с утвержденным проектом планировки 
территории; 
14.1) испрашиваемый земельный участок полностью расположен в границах зоны с особыми условиями 
использования территории, установленные ограничения использования земельных участков в которой не 
допускают использования земельного участка в соответствии с целями использования такого земельного 
участка, указанными в заявлении о предоставлении земельного участка; 
15) испрашиваемый земельный участок не включен в утвержденный в установленном Правительством 
Российской Федерации порядке перечень земельных участков, предоставленных для нужд обороны и 
безопасности и временно не используемых для указанных нужд, в случае, если подано заявление о 
предоставлении земельного участка в соответствии с подпунктом 10 пункта 2 статьи 39.10 настоящего 
Кодекса; 
16) площадь земельного участка, указанного в заявлении о предоставлении земельного участка 
садоводческому или огородническому некоммерческому товариществу, превышает предельный размер, 
установленный пунктом 6 статьи 39.10 настоящего Кодекса;",Земельный кодекс Российской Федерации.pdf,71
На каком сайте можно найти комментарии к статьям Налогового кодекса РФ?,"Комментарии к статьям на сайте
https://nkodeksrf.ru/
5) приостанавливать операции по счетам налогоплательщика, плательщика сбора или налогового агента в 
банках и налагать арест на имущество налогоплательщика, плательщика сбора или налогового агента в 
порядке, предусмотренном настоящим Кодексом; 
6) в порядке, предусмотренном статьей 92 настоящего Кодекса, осматривать любые используемые 
налогоплательщиком для извлечения дохода либо связанные с содержанием объектов налогообложения 
независимо от места их нахождения производственные, складские, торговые и иные помещения и 
территории, проводить инвентаризацию принадлежащего налогоплательщику имущества.",Налоговый кодекс Российской Федерации.pdf,92
"Как можно снизить вязкость растворов силиката при радиусах закрепления 0,7 м и более (ГОСТ 3.02.01-83)?","Допускается появление
мути
Плотность при 20 °С, г/см3
1,15 - 1,2
1,15 - 1,2
1,15 - 1,2
1,25 - 1,27
Вязкость при 20 °С по вискозиметру ВЗ-1, с
4 - 10
4 - 10
4 - 35
40 - 100
Концентрация водородных ионов (pH)
7,2 - 9
7,2 - 9
7 - 9
7,5 - 8,5
Содержание свободного формальдегида, %,
не более
Не определяется
2
0,5
3
Растворимость в воде
Растворяется, допускается
легкий осадок на дне
Не определяется
В соотношении 1:1
При смешивании воды и смолы
раствор не должен коагулировать
П р и м е ч а н и е .",Data1_11_11295_index.pdf,8
Какие дополнительные выплаты стимулирующего характера учитываются в расчетах согласно ГОСТ МДС 81-7.2000?,"Основные понятия и определения 
Заработная плата (оплата труда работника) - вознаграждение за труд в зависимости от квалификации 
работника, сложности, количества, качества и условий выполняемой работы, а также компенсационные 
выплаты (доплаты и надбавки компенсационного характера, в том числе за работу в условиях, 
отклоняющихся от нормальных, работу в особых климатических условиях и на территориях, подвергшихся 
радиоактивному загрязнению, и иные выплаты компенсационного характера) и стимулирующие выплаты 
(доплаты и надбавки стимулирующего характера, премии и иные поощрительные выплаты).",Трудовой кодекс Российской Федерации.pdf,80
Какие данные о гранулометрическом составе грунтов необходимы для проектирования инъекционного химзакрепления согласно СНиП 3.02.01-83?,"Проект инъекционного химзакрепления грунтов в целом разрабатывается на основе следующих материалов:
а) материалов проекта сооружения, содержащих полные технические данные о нем, включая генплан и разрезы с данными о
наземных конструкциях, фундаментах и основаниях, в том числе ожидаемые нагрузки на основание, а также сведения о
расположенных вблизи сооружения других объектах;
б) для существующих сооружений на основе имеющихся архивных материалов о данном сооружении и результатов
инженерного обследования сооружения с техническим заключением;
в) результатов инженерных изысканий, согласно требований СНиП и пособий на проектирование оснований и фундаментов
зданий и сооружений, и на инженерные изыскания в строительстве, а также результатов специальных исследований, согласно
разд.",Data1_11_11295_index.pdf,10
Какая средняя температура за июль в Печоре согласно ГОСТ МДС 31-8.2002?,"Республика, край область, пункт
Средняя
температура
наиболее
холодной
пятидневки, °С
Период со среднесуточной
температурой воздуха < 8 °С
Среднемесячная
температура за
июль, °С
Максимальная из
средних
скоростей ветра
по румбам за
январь, м/с
продолжительность,
сут
средняя
температура, °С
Октябрьская
- 25
281
- 3,5
13,9
6,4
Усть-Воямполка - Корякский АО
- 35
295
- 6,2
13,7
9,1
Усть-Камчатск
- 28
277
- 4
15,6
7,1
Усть-Хайрюзово
- 31
278
- 5,2
15,5
8,1
Карачаево-Черкесская Республика
 
 
 
 
 
Черкесск
- 18
169
0,6
27,2
-
Республика Карелия
 
 
 
 
 
Кемь
- 27
258
- 3,2
17,8
5,7
Лоухи
- 31
261
- 4,2
19,8
-
Олонец
- 29
233
- 3,2
29,1
6,5
Паданы
- 29
251
- 3,5
20
4,6
Петрозаводск
- 29
240
- 3,1
20,3
5,9
Реболы
- 32
251
- 4
20,6
-
Кемеровская область
 
 
 
 
 
Кемерово
- 39
231
- 8,3
25,1
6,8
Киселевск
- 39
227
- 7,3
24,9
5,5
Кондома
- 40
236
- 7,8
24,7
3,6
Мариинск
- 40
235
- 7,7
24,5
5,7
Тайга
- 39
240
- 8,3
23,6
6,6
Тисуль
- 40
236
- 7,3
24,3
-
Топки
- 39
235
- 8,2
23,8
-
Усть-Кабырза
- 41
241
- 9
24,6
-
Кировская область
 
 
 
 
 
Вятка
- 33
231
- 5,4
23,1
5,3
Нагорское
- 34
239
- 5,8
22,2
-
Савали
- 33
220
- 5,7
24,4
-
Республика Коми
 
 
 
 
 
Вендинга
- 39
257
- 5,9
22
3,8
Воркута
- 41
306
- 9,1
18
10,1
Объячево
- 34
239
- 5,3
22,3
-
Петрунь
- 43
286
- 8,6
19,2
-
Печора
- 43
270
- 7,9
21,7
5,6
Сыктывкар
- 36
245
- 5,8
22,2
5,5
Троицко-Печорск
- 41
258
- 6,9
21,6
4,8
Усть-Уса
- 41
279
- 7,6
19,5
-
Усть-Цильма
- 39
272
- 6,6
19,7
-
Усть-Щугор
- 45
268
- 7,9
21
5
Ухта
- 39
261
- 6,4
21,3
4,8
Костромская область
 
 
 
 
 
Кострома
- 31
222
- 3,9
23,1
5,8
Чухлома
- 32
230
- 4,3
22,5
-
Шарья
- 32
228
- 4,7
23,1
4,5
Краснодарский край
 
 
 
 
 
Краснодар
- 19
149
2
29,8
3,2
Сочи
- 3
72
6,4
26,6
6,5
Тихорецк
- 22
158
1,1
30
6,8
Красноярский край
 
 
 
 
 
Агата
- 53
293
- 16,3
20,4
-
Ачинск
- 41
237
- 7,6
24,2
5,7
Байкит - Эвенкийский АО
- 50
267
- 13,9
24,5
19
Боготол
- 39
239
- 7,6
23,8
-
Богучаны
- 46
245
- 10,8
25,7
5,3
Ванавара - Эвенкийский АО
- 51
262
- 13,7
24,7
3,3
Бельмо
- 49
264
- 12,5
24,3
-
Верхнеимбатск
- 48
266
- 11,5
22,7
4,3
Волочанка
- 50
306
- 16,1
18
6,1
Диксон - Таймырский АО
- 41
365
- 11,4
7,5
12,2
Дудинка - Таймырский АО
- 47
303
- 14,3
18,1
7,7
Енисейск
- 46
245
- 9,6
24,5
3,7
Ессей - Эвенкийский АО
- 55
298
- 17,7
18,8
2,5
Игарка
- 49
285
- 13,9
20,3
7,8
Канск
- 42
237
- 8,8
25,5
7,3
Кежма
- 48
252
- 12,3
24,9
4,5
Ключи
- 39
240
- 7,4
24,5
-
Красноярск
- 40
234
- 7,1
24,3
6,2
Минусинск
- 40
225
- 8,8
26,6
4,8
Таимба
- 51
264
- 13,6
24,9
-
Троицкое
- 47
251
- 9,8
25,4
-
Тура - Эвенкийский АО
- 55
271
- 16,9
23,5
2,7
Туруханск
- 50
279
- 12,9
21,4
5,7
Хатанга - Таймырский АО
- 49
311
- 17,1
17,6
5,8
Челюскин, мыс - Таймырский АО
- 41
365
- 14,7
3,9
9,3",Data1_10_10846_index.pdf,24
Какая специальная информационная дорожка должна предусматриваться в зале для специальной физической подготовки инвалидов согласно ГОСТ МДС 35-7.2000?,"· В зале размером 9´15 м для специальной физической подготовки инвалидов
проводится разработка отдельных суставов, «накачка» определенных групп мышц.",Data1_10_10847_index.pdf,27
"Какова важность правильного реагирования на запросы заказчиков, согласно ГОСТ МДС 11-11.2000?","СИСТЕМА НОРМАТИВНЫХ ДОКУМЕНТОВ В СТРОИТЕЛЬСТВЕ
РУКОВОДЯЩИЙ ДОКУМЕНТ
ИНСТРУКЦИЯ
о составе, порядке разработки, согласования и утверждения
градостроительной документации
МДС 11-7.2000
Государственный комитет Российской Федерации
по вопросам архитектуры и строительства
(Госстрой России)
СОДЕРЖАНИЕ
1.",Data1_1_1904_index.pdf,1
Какова роль канатного моста (элемент 3) в проекте площадки с зоной водных игр согласно ГОСТ МДС 35-7.2000?,"Площадка с зоной водных игр (проект) (ФРГ)
а - зона физкультурно-игровых устройств, суммарная площадь песочниц 60 - 100 м2; б - зона игр с
глинистым песком для лепки, площадь ямы с песком 40 - 60 м2; в - зона с плескательным бассейном,
глубина воды 0 - 50 см, площадь поверхности воды 40 - 100 м2:
1 - деревянная башня; 2 - яма с песком, 3 - канатный мост; 4 - песочница; 5 - сидячие места для игр; 6 -
канатная подвесная дорога; 7 - качалка; 8 - канатные сетки для лазания; 9 - дерево для лазания; 10 -
катофон; 11 - песочный холм
· Основные требования к организации площадок для слепых и ограниченно зрячих
(ОЗ):
А - игровое пространство необходимо ограничивать загородкой высотой 600 - 900
мм;
Б - пешеходные и беговые дорожки должны быть снабжены направляющими
поручнями;
В - выступы на поручне обозначают конец дорожки;
Г - перепады рельефа отмечаются повышением или понижением направляющего
поручня;
Д - повороты дорожек обозначаются изменением качества и фактуры покрытия:
твердое - мягкое, гладкое - неровное, с выпуклыми или вогнутыми плитами;
Е - на пешеходных дорожках устанавливается указатель направления движения к
площадке со стационарным игровым оборудованием.",Data1_10_10847_index.pdf,17
"Какова ответственность за нарушение правил использования на территории Российской Федерации спутниковых сетей связи, находящихся под юрисдикцией иностранных государств, для должностных лиц?","Лицо, находящееся под стражей на территории иностранного государства, вызывается в порядке, 
установленном настоящей статьей, при условии, что это лицо временно передается на территорию 
Российской Федерации компетентным органом или должностным лицом иностранного государства для 
совершения действий, указанных в запросе о вызове.",Административный кодекс Российской Федерации.pdf,584
Как определяется базовая цена проектирования объединенных или сблокированных зданий научно-исследовательских учреждений согласно СНиП?,"3 Базовая цена проектирования объединенных или сблокированных зданий, если это объединение или блокировка не учтены
ценой, определяется суммированием цен этих зданий.",Data1_11_11835_index.pdf,11
"Какие статьи КоАП рассматривают судьи, если дело возбуждено инспектором Счетной палаты Российской Федерации, согласно пункту 1.1 статьи 23.1?","Суммы штрафов, установленных Кодексом Российской Федерации об административных 
правонарушениях, в случае, если постановления о наложении административных штрафов 
вынесены мировыми судьями, комиссиями по делам несовершеннолетних и защите их прав, 
подлежат зачислению (если иное не установлено пунктами 3, 5 - 5.2 и 6 настоящей статьи): 
1) в бюджет субъекта Российской Федерации по нормативу 50 процентов; 
2) в бюджет муниципального района, муниципального округа, городского округа, 
городского округа с внутригородским делением (по месту нахождения органа или должностного 
лица, принявших решение о наложении административного штрафа) по нормативу 50 процентов.",Бюджетный кодекс Российской Федерации.pdf,35
Кто должен подписывать диагностическую карту крана согласно ТИПОВЫМ НОРМАМ?,"Дата
проведения
работ
Наименование
и марка
(индекс)
крана
Заводской
номер
Фактическая
наработка
крана с
начала
эксплуатации
или
капитального
ремонта на
день
непланового
ремонта, ч
Наименование
неисправностей
или характер
проявления
неисправности
Режим работы
и условия
использования
Причина
появления
неисправности
и принятые
меры по ее
устранению,
перечень
замененных
сборочных
единиц и
деталей
Фактическая
трудоемкость
работ, чел.-ч
Фактическая
продолжительность
пребывания крана
в ремонте, ч
1
2
3
4
5
6
7
8
9
ТИПОВЫЕ НОРМЫ
ПЕРИОДИЧНОСТИ, ТРУДОЕМКОСТИ И ПРОДОЛЖИТЕЛЬНОСТИ
ТЕХНИЧЕСКОГО ОБСЛУЖИВАНИЯ И РЕМОНТА
ГРУЗОПОДЪЕМНЫХ КРАНОВ
Вид кранов
Вид
технического
обслуживания
и ремонта
Периодичность
выполнения
технического
обслуживания и
ремонта, ч
Трудоемкость выполнения одного технического
обслуживания и ремонта, чел.-ч
Продолжительность
выполнения, ч
Всего
В том числе по видам работ
диагностические слесарные
прочие
КРАНЫ БАШЕННЫЕ
 
 
 
 
 
 
 
Краны башенные с грузовым
моментом до 25 тм
ТО-1
200
12
0,8
11,2
-
5
ТО-2
600
51
1,8
49,2
-
25
СО
2 раза в год
10
-
10
-
3
Т
1200
235
3
160
72
23
К
12000
510
-
330
180
70
То же, с грузовым моментом
26-60 тм
ТО-1
200
13
0,9
12,1
-
6
ТО-2
600
52
1,9
50,1
-
26
СО
2 раза в год
10
-
10
-
3
Т
1200
245
3,1
169,9
72
24
К
12000
575
-
380
195
80
То же, с грузовым моментом
61-100 тм
ТО-1
200
14
1
13
-
7
ТО-2
600
53
2
51
-
27
СО
2 раза в год
11
-
11
-
3
Т
1200
260
3,2
179,8
77
26
к
12000
670
-
450
220
95
То же, с грузовым моментом
101-160 тм
ТО-1
200
16
1,1
14,9
-
8
ТО-2
600
56
2,2
53,8
-
28
СО
2 раза в год
13
-
13
-
4
Т
1200
291
3,3
199,7
88
29
К
12000
870
-
568
302
120
То же, с грузовым моментом
161-250 тм
ТО-1
200
19
1,2
17,8
-
9
ТО-2
600
61
2,3
58,7
-
30
СО
2 раза в год
17
-
17
-
5
Т
1200
339
3,5
230,5
105
35
К
14400
1200
-
750
450
160
То же, с грузовым моментом
251-400 тм
ТО-1
200
21
1,3
19,7
-
10,0
ТО-2
600
65
2,4
62,6
-
32
СО
2 раза в год
20
-
20
-
6
Т
1200
392
3,7
266,3
122
39
К
14400
1500
-
920
580
210
То же, с грузовым моментом
401-630 тм
ТО-1
200
27
1,4
25,6
-
13
ТО-2
600
73
2,5
70,5
-
36
СО
2 раза в год
26
-
26
-
8
Т
1200
495
3,9
341,1
150
50
К
14400
2130
-
1385
745
275
То же, с грузовым моментом
631-1000 тм
ТО-1
200
31
1,5
29,5
-
15
ТО-2
600
78
2,6
75,4
-
39
СО
2 раза в год
30
-
30
-
10
Т
1200
560
4,2
388,8
167
56
К
14400
2550
-
1715
835
325
То же, с грузовым моментом
1001-1400 тм
ТО-1
200
35
1,6
33,4
-
17
ТО-2
600
84
2,7
81,3
-
42
СО
2 раза в год
34
-
34
-
11
Т
1200
615
4,5
426,5
184
60
К
14400
2900
-
1905
995
375
КРАНЫ СТРЕЛОВЫЕ
ГУСЕНИЧНЫЕ
 
 
 
 
 
 
 
Краны грузоподъемностью до
16 т
ТО-1
50
7
0,5
6,5
-
3
ТО-2
250
27
1,4
25,6
-
13
СО
2 раза в год
28
-
28
-
9
Т
1000
780
4,3
580,7
195
80
в т.ч.: ТО-3
-
34
4,3
29,7
-
-",Data1_10_10855_index.pdf,4
