question,answer,source,page
"Как можно подать исковое заявление, заявление, жалобу, представление и иные документы в арбитражный суд?","Исковое заявление, заявление, жалоба, представление и иные документы могут быть 
поданы в суд на бумажном носителе или в электронном виде, в том числе в форме электронного 
документа.",Арбитражный процессуальный кодекс Российской Федерации.pdf,2
Какие организации разработали этот документ? (ГОСТ),"Указывает, что действие знаков 5.29 и 6.4 распространяется на механические транспортные 
средства: 
экологический класс которых, указанный в регистрационных документах на эти 
транспортные средства, соответствует экологическому классу, указанному на табличке, либо выше 
экологического класса, указанного на табличке; 
экологический класс которых не указан в регистрационных документах на эти транспортные 
средства.",ПДД Российской Федерации.pdf,50
"В какие сроки лицо, лишенное специального права, должно сдать документы?","В случае уклонения лица, лишенного специального права, от сдачи соответствующего удостоверения 
(специального разрешения) или иных документов срок лишения специального права прерывается.",Административный кодекс Российской Федерации.pdf,606
В каких условиях применяется метод триангуляции согласно СНиП 3.01.03-84?,Точность разбивки назначается по СНиП 3.01.03-84 (табл.,Data1_11_11285_index.pdf,17
"Какие значения для панели зданий до 3,5 м указаны в графиках относительных погрешностей согласно СНиП 3.01.03-84?","ПРИЛОЖЕНИЕ 4
ГРАФИКИ ОТНОСИТЕЛЬНЫХ ПОГРЕШНОСТЕЙ ПОСТРОЕНИЯ
МЕЖОСЕВЫХ РАЗМЕРОВ
а - панельные здания; б - каркасные здания; N - число панелей; n - число колонн; Т - знаменатель
относительной погрешности; 1, 2 - для панели зданий соответственно до 6 и 3,5 м; 3, 4 - для шага",Data1_11_11285_index.pdf,80
Какие обязанности управляющего проектом описаны в ГОСТ МДС 80-2.2000?,"ГЛАВНЫЕ ЗАДАЧИ И ОБЯЗАННОСТИ УПРАВЛЯЮЩЕГО ПРОЕКТОМ
3.1.",Data1_10_10858_index.pdf,3
Какие действия должен выполнить ответственный за безопасную эксплуатацию котельной согласно ГОСТ МДС 13-18.2000?,"№ 32-01-04/30)
ОСОБЕННОСТИ РАБОТЫ С ПЕРСОНАЛОМ
ЭНЕРГЕТИЧЕСКИХ ОРГАНИЗАЦИЙ
СИСТЕМЫ ЖИЛИЩНО-КОММУНАЛЬНОГО
ХОЗЯЙСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ
МДС 13-15.2000
Москва
2000
ОБЩИЕ ПОЛОЖЕНИЯ
1.",Data1_10_10862_index.pdf,1
Какие органы исполнительной власти субъектов Российской Федерации осуществляют региональный государственный надзор в области технического состояния самоходных машин и других видов техники?,"Постановление судьи о лишении права управления трактором, самоходной машиной или другими 
видами техники исполняется должностными лицами органов, осуществляющих региональный 
государственный надзор в области технического состояния самоходных машин и других видов техники.",Административный кодекс Российской Федерации.pdf,604
Как уплачиваются взносы на капитальный ремонт собственниками нежилых помещений?,"Взносы на 
капитальный ремонт не уплачиваются собственниками помещений в многоквартирном доме, 
расположенном на территории закрывающегося населенного пункта.",Жилищный кодекс Российской Федерации.pdf,153
Какие показатели электроснабжения и электрооборудования указаны для фабрики массовой печати кинофильмов мощностью 150 млн. м пленки в год согласно СНиП?,"Фабрика массовой печати кинофильмов мощностью, 150 млн.",Data1_11_11835_index.pdf,10
"Какие объекты относятся к объектам, указанным в пункте 5.1 статьи 6 настоящего Кодекса?","Не предоставляется правовая охрана в качестве полезной модели объектам, указанным в пункте 6 статьи 
1350 настоящего Кодекса.",Гражданский кодекс Российской Федерации.pdf,562
"Какие страны, кроме Афганистана, упоминаются в тексте?","При применении права какой-либо страны согласно правилам настоящего раздела суд может принять во 
внимание императивные нормы права другой страны, имеющей тесную связь с отношением, если согласно 
праву этой страны такие нормы являются нормами непосредственного применения.",Гражданский кодекс Российской Федерации.pdf,476
Какой коэффициент-дефлятор применяется к налоговой ставке на антрацит?,"Коэффициент-дефлятор определяется и подлежит официальному опубликованию в порядке, установленном 
Правительством Российской Федерации; 
15) 24 рубля за 1 тонну добытого угля, за исключением антрацита, угля коксующегося и угля бурого.",Налоговый кодекс Российской Федерации.pdf,1396
Что такое хранение вещей с обезличением по статье 890 ГК РФ?,"Хранитель обязан возвратить поклажедателю или лицу, указанному им в качестве получателя, ту самую 
вещь, которая была передана на хранение, если договором не предусмотрено хранение с обезличением 
(статья 890).",Гражданский кодекс Российской Федерации.pdf,375
Какие расходы включаются в подпункте 1 пункта 1 статьи 44?,"В случае наличия у налогоплательщика в течение одного 
налогового периода расходов на обучение, медицинские услуги, физкультурно-оздоровительные услуги, 
расходов по договору (договорам) негосударственного пенсионного обеспечения, по договору (договорам) 
добровольного пенсионного страхования, по договору (договорам) добровольного страхования жизни (если 
такие договоры заключаются на срок не менее пяти лет) и (или) по уплате дополнительных страховых 
взносов на накопительную пенсию в соответствии с Федеральным законом ""О дополнительных страховых 
взносах на накопительную пенсию и государственной поддержке формирования пенсионных накоплений"" 
либо по оплате прохождения независимой оценки своей квалификации налогоплательщик самостоятельно, 
в том числе при обращении к налоговому агенту, выбирает, какие виды расходов и в каких суммах 
учитываются в пределах максимальной величины социального налогового вычета, указанной в настоящем 
пункте.",Налоговый кодекс Российской Федерации.pdf,841
На какие транспортные средства устанавливаются проблесковые маячки желтого или оранжевого цвета?,"Проблесковые маячки всех цветов устанавливаются на крышу транспортного средства 
или над ней.",ПДД Российской Федерации.pdf,58
"В каких случаях протокол об административном правонарушении не составляется, а постановление выносится без участия лица, в отношении которого возбуждено дело?","Комментарии к статьям на сайте 
https://koapkodeksrf.ru/ 
 
 
 
 
привлекается к административной ответственности, протокол об административном правонарушении не 
составляется, а постановление по делу об административном правонарушении выносится без участия 
указанного лица и оформляется в порядке, предусмотренном статьей 29.10 настоящего Кодекса.",Административный кодекс Российской Федерации.pdf,568
"Кто принимает окончательное решение в случае разногласий между заказчиком проекта, генпроектировщиком объекта и органами, выдающими технические условия и участвующими в согласовании задания?","В случае разногласий между заказчиком проекта, генпроектировщиком объекта и
органами, выдающими технические условия и участвующими в согласовании задания,
окончательное решение принимает Территориальное управление Минстроя России в
Чеченской 
Республике 
с 
участием 
при 
рассмотрении 
спорных 
вопросов
заинтересованных сторон.",Data1_10_10859_index.pdf,4
Каковы коэффициенты к минимальной заработной плате для нарушений категории «Б» согласно ГОСТ МДС 17-13.2000?,"В предписаниях размер финансовых санкций определяется значениями коэффициентов
по установленным нарушениям и действующего размера минимальной заработной платы.",Data1_10_10861_index.pdf,37
Кто обязан представлять подлинники решений и протокола общего собрания в орган государственного жилищного надзора?,"Управляющая организация, правление товарищества собственников жилья, жилищного или жилищно-
строительного кооператива, иного специализированного потребительского кооператива в течение пяти 
дней с момента получения указанных в части 1 настоящей статьи подлинников решений и протокола 
общего собрания собственников помещений обязаны в порядке, установленном федеральным органом 
исполнительной власти, осуществляющим функции по выработке и реализации государственной политики 
и нормативно-правовому регулированию в сфере жилищно-коммунального хозяйства, направить 
подлинники указанных решений и протокола, в том числе с использованием системы, в орган 
государственного жилищного надзора для хранения в течение трех лет.",Жилищный кодекс Российской Федерации.pdf,44
"Какие должностные лица уполномочены рассматривать дела об административных правонарушениях, предусмотренных статьями 19.25, 21.1 - 21.7 настоящего Кодекса?","Военные комиссариаты рассматривают дела об административных правонарушениях, предусмотренных 
статьями 19.25, 21.1 - 21.7 настоящего Кодекса.",Административный кодекс Российской Федерации.pdf,466
Какие инструментальные проверки проводятся при приемке трубопроводов и сооружений водоснабжения и канализации согласно СНиП 3.01.03-84?,"При приемке трубопроводов и сооружений водоснабжения и канализации в
эксплуатацию производится инструментальная проверка.",Data1_11_11285_index.pdf,24
Как интерпретировать шифр таблиц ФЕРм?,"Сборники ФЕРм имеют шифр, наименование и измеритель, аналогичные
приведенным в таблицах ГЭСНм соответствующего сборника.",Data1_10_10754_index.pdf,4
Какие телефоны доступны для бесплатной юридической консультации в Санкт-Петербурге и Ленинградской области?,"Бесплатная юридическая консультация по телефонам: 
• 8 (499) 938-53-71 (Москва и МО); 
 
• 8 (812) 467-95-28 (Санкт-Петербург и ЛО); 
• 8 (800) 301-92-12 (Регионы РФ).",Градостроительный кодекс Российской Федерации.pdf,291
На какие территории разрабатывается проект районной планировки согласно ГОСТ МДС 11-7.2000?,"СИСТЕМА НОРМАТИВНЫХ ДОКУМЕНТОВ В СТРОИТЕЛЬСТВЕ
РУКОВОДЯЩИЙ ДОКУМЕНТ
ИНСТРУКЦИЯ
о составе, порядке разработки, согласования и утверждения
градостроительной документации
МДС 11-7.2000
Государственный комитет Российской Федерации
по вопросам архитектуры и строительства
(Госстрой России)
СОДЕРЖАНИЕ
1.",Data1_1_1904_index.pdf,1
Какие транспортно-экспедиционные услуги освобождаются от налогообложения?,"Положения настоящего подпункта распространяются также на следующие услуги, оказываемые 
российскими организациями или индивидуальными предпринимателями: 
услуги по предоставлению железнодорожного подвижного состава и (или) контейнеров для осуществления 
международных перевозок; 
транспортно-экспедиционные услуги, оказываемые на основании договора транспортной экспедиции при 
организации международной перевозки.",Налоговый кодекс Российской Федерации.pdf,448
За сколько времени до срока представления оферт должно быть произведено объявление о торгах?,Объявление о торгах должно быть произведено за 2 - 6 мес.,Data1_10_10866_index.pdf,6
"Кто обязан страховать транспортное средство и (или) страховать ответственность за ущерб, который может быть причинен им или в связи с его эксплуатацией, если такое страхование является обязательным?","Страхование транспортного средства 
Если иное не предусмотрено договором аренды транспортного средства с экипажем, обязанность 
страховать транспортное средство и (или) страховать ответственность за ущерб, который может быть 
причинен им или в связи с его эксплуатацией, возлагается на арендодателя в тех случаях, когда такое 
страхование является обязательным в силу закона или договора.",Гражданский кодекс Российской Федерации.pdf,292
Какие работы и затраты не включаются в сводный расчет стоимости строительства?,"Сметная стоимость по объемам работ (затрат), выполняемым иностранными фирмами,
указанная в сводном сметном расчете стоимости строительства во внутренних ценах Российской
Федерации, при определении сметной стоимости данного строительства в смешанных ценах не
используется и в сводный сметный расчет стоимости строительства в смешанных ценах не
включается.",Data1_2_2082_index.pdf,6
Каков размер административного штрафа для юридических лиц за нарушение процесса функционирования единой системы идентификации и аутентификации?,"Выполнение должностным лицом участников информационного взаимодействия действий, 
направленных на нарушение процесса функционирования единой системы идентификации и 
аутентификации или информационных систем, подключенных к единой системе идентификации и 
аутентификации, - 
влечет наложение административного штрафа в размере от десяти тысяч до тридцати тысяч рублей.",Административный кодекс Российской Федерации.pdf,226
Какие действия может предпринять суд в предварительном заседании?,"В целях урегулирования спора судья принимает меры для примирения сторон, в том числе 
может предложить сторонам использовать какую-либо примирительную процедуру, отложить 
проведение предварительного судебного заседания, совершение других подготовительных 
действий.",Арбитражный процессуальный кодекс Российской Федерации.pdf,67
Какие требования предъявляются к монтажу оборудования и подводящим коммуникациям согласно ГОСТ (к СНиП 3.02.01-83)?,"СНиП 2.08.01-89*                   Жилые здания
СНиП 2.01.07-85                     Нагрузки и воздействия
Дополнение
к СНиП 2.01.07-85                  Прогибы и перемещения
СНиП 2.01.02-85                     Противопожарные нормы
СНиП II-3-79*, изд.",Data1_10_10865_index.pdf,30
Какие работы не включены в состав пусконаладочных работ согласно ГОСТу МДС 81-8.2000?,"В состав пусконаладочных работ не включены:
различного вида испытания, которые согласно техническим условиям на изготовление
и поставку оборудования должны производиться на стадии его изготовления или
монтажа.",Data1_10_10864_index.pdf,32
Какие данные должны быть указаны в итоговой строке формы протокола согласования затрат российских организаций в смешанных ценах согласно ГОСТу МДС 81-21.2000?,"ПРОТОКОЛ
согласования затрат российских организаций в смешанных ценах",Data1_2_2069_index.pdf,12
Как указывается наименование и количество единиц измерения мощности объекта в Форме № 3-в согласно ГОСТ?,"4250 м2 общей площади
____________________________________________________________
(наименование и количество единиц измерения мощности объекта)",Data1_2_2079_index.pdf,18
В каких случаях оспаривание займа по безденежности не допускается?,"Если договор займа должен быть совершен в письменной форме (статья 808), оспаривание займа по 
безденежности путем свидетельских показаний не допускается, за исключением случаев, когда договор 
был заключен под влиянием обмана, насилия, угрозы или стечения тяжелых обстоятельств, а также 
представителем заемщика в ущерб его интересам.",Гражданский кодекс Российской Федерации.pdf,338
"Как определяется размер возмещения при приведении параметров зданий, сооружений в соответствие с установленными требованиями?","В случае сноса здания, сооружения, объекта незавершенного строительства в связи с их нахождением в 
границах зоны с особыми условиями использования территории, в отношении которых принято решение о 
сносе самовольной постройки или ее приведении в соответствие с установленными требованиями 
исключительно по основанию их несоответствия обязательным требованиям к количеству этажей и (или) 
высоте объекта, или приведения параметров таких здания, сооружения, объекта незавершенного 
строительства и (или) их разрешенного использования (назначения) в соответствие с ограничениями 
использования земельных участков, установленными в границах зоны с особыми условиями 
использования территории, при расчете размера возмещения убытки определяются исходя из параметров 
зданий, сооружений, соответствующих установленным требованиям, требованиям разрешений на 
строительство.",Земельный кодекс Российской Федерации.pdf,157
"Какой штраф предусмотрен за допуск к управлению транспортным средством водителя, не имеющего российского национального водительского удостоверения?","Допуск к управлению транспортным средством водителя, не имеющего 
российского национального водительского удостоверения 
Допуск к управлению транспортным средством водителя, не имеющего в случаях, предусмотренных 
законодательством Российской Федерации о безопасности дорожного движения, российского 
национального водительского удостоверения, - 
влечет наложение административного штрафа на должностных лиц, ответственных за техническое 
состояние и эксплуатацию транспортных средств, в размере пятидесяти тысяч рублей.",Административный кодекс Российской Федерации.pdf,197
Какие методы используются для уполаживания берегов водных объектов?,"Использование водных объектов для проведения дноуглубительных, 
гидротехнических, взрывных, буровых и других работ, связанных с изменением дна 
и берегов водных объектов 
Использование водных объектов для проведения дноуглубительных, гидротехнических, 
взрывных, буровых и других работ, связанных с изменением дна и берегов водных объектов, 
осуществляется в соответствии с настоящим Кодексом и другими федеральными законами.",Водный кодекс Российской Федерации.pdf,31
Какова производительность установки осушки природного газа (однопоточная) согласно ГОСТу МДС 81-8.2000?,"т/год (однопоточная)
-»-
9483
9060
 
Группа 4
 
 
 
 
Технологический комплекс установок извлечения
гелия из природного газа
 
 
 
401
Установка 
осушки 
природного 
газа
(однопоточная) производительностью 3 млрд.",Data1_10_10864_index.pdf,37
Какие долговые обязательства субъекта Российской Федерации могут быть среднесрочными?,"Долговые обязательства субъекта Российской Федерации могут быть краткосрочными 
(менее одного года), среднесрочными (от одного года до пяти лет) и долгосрочными (от пяти до 30 
лет включительно).",Бюджетный кодекс Российской Федерации.pdf,144
Когда начинается рассмотрение евразийской заявки на изобретение?,"Рассмотрение евразийской заявки на изобретение, имеющей в соответствии с Евразийской патентной 
конвенцией силу предусмотренной настоящим Кодексом заявки на изобретение, осуществляется начиная 
со дня, когда федеральным органом исполнительной власти по интеллектуальной собственности получена 
от Евразийского патентного ведомства заверенная копия евразийской заявки.",Гражданский кодекс Российской Федерации.pdf,593
Какие регионы относятся к районам Крайнего Севера в Мурманской области?,"Приложение 3
Перечень районов Крайнего Севера и приравненных к ним местностей
Регионы
Районы Крайнего Севера
Местности, приравненные к районам
Крайнего Севера
Мурманская
область
Вся территория области
-
Архангельская
область
Ненецкий АО, г.",Data1_10_10062_index.pdf,8
Что запрещено водителю после ДТП?,"Водители троллейбусов и автобусов 
могут начинать движение только после того, как убедятся, что им уступают дорогу.",ПДД Российской Федерации.pdf,28
Какое решение может быть принято по результатам рассмотрения материалов проверки?,"В ходе 
рассмотрения материалов налоговой проверки может быть принято решение о привлечении в случае 
необходимости к участию в этом рассмотрении свидетеля, эксперта, специалиста.",Налоговый кодекс Российской Федерации.pdf,256
Какие ГОСТы или СНиПы регламентируют применение вычислительной техники при составлении сметной документации?,"ПРИМЕНЕНИЕ ВЫЧИСЛИТЕЛЬНОЙ ТЕХНИКИ
ПРИ СОСТАВЛЕНИИ СМЕТНОЙ ДОКУМЕНТАЦИИ
8.1.",Data1_2_2079_index.pdf,7
В каких случаях суд может взыскать алименты в твердой денежной сумме?,"Индексацию алиментов, взыскиваемых по решению суда в твердой денежной сумме,",Семейный кодекс Российской Федерации.pdf,32
Какие объекты проектирования указаны в главе 4 согласно СНиП?,"При выполнении геодезических работ на строительном объекте следует
руководствоваться правилами техники безопасности, изложенными в СНиП III-4-80 и
ведомственных инструкциях, разработанных и утвержденных в установленном порядке.",Data1_11_11285_index.pdf,76
Кто составляет проекты бюджетов государственных внебюджетных фондов Российской Федерации?,"Счетная палата Российской Федерации, контрольно-счетные органы субъектов 
Российской Федерации проводят экспертизу проектов бюджетов соответственно государственных 
внебюджетных 
фондов 
Российской 
Федерации 
и 
территориальных 
государственных 
внебюджетных фондов.",Бюджетный кодекс Российской Федерации.pdf,238
Какие работы включает в себя возобновление защитного слоя в железобетонных конструкциях каналов и камер согласно ГОСТ МДС 14-13.2000?,Возобновление защитного слоя в железобетонных конструкциях каналов и камер.,Data1_1_1879_index.pdf,30
Какие телефоны доступны для бесплатной юридической консультации в Москве и Московской области?,"Бесплатная юридическая консультация по телефонам: 
• 8 (499) 938-53-71 (Москва и МО); 
 
• 8 (812) 467-95-28 (Санкт-Петербург и ЛО); 
• 8 (800) 301-92-12 (Регионы РФ).",Административный кодекс Российской Федерации.pdf,417
На каком сайте можно найти комментарии к статьям?,"Комментарии к статьям на сайте 
https://gkodeksrf.ru/ 
  
 
Статья 228.",Гражданский кодекс Российской Федерации.pdf,135
Какие требования к устойчивости фонарей к воздействию радиационных факторов предъявляет ГОСТ МДС 31-8.2002?,"ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ
И ПРОЕКТНО-ЭКСПЕРИМЕНТАЛЬНЫЙ ИНСТИТУТ
ПРОМЫШЛЕННЫХ ЗДАНИЙ И СООРУЖЕНИЙ
ОАО «ЦНИИПРОМЗДАНИЙ»
РЕКОМЕНДАЦИИ
ПО ПРОЕКТИРОВАНИЮ
И УСТРОЙСТВУ ФОНАРЕЙ
ДЛЯ ЕСТЕСТВЕННОГО
ОСВЕЩЕНИЯ ПОМЕЩЕНИЙ
МДС 31-8.2002
Москва 2002
Рекомендованы к изданию решением Секции строительных конструкций зданий Научно-технического
совета ОАО «ЦНИИпромзданий» 10 июля 2002 г.",Data1_10_10846_index.pdf,1
Какие требования предъявляются к растворам-крепителям при силикатизации и смолизации грунтов согласно ГОСТ (к СНиП 3.02.01-83)?,Согласно главе СНиП 3.02.01-83 (разд.,Data1_11_11295_index.pdf,25
"Какие основные задачи Государственной жилищной инспекции по контролю за использованием, содержанием и ремонтом жилищного фонда приведены в МДС 17-13.2000?","ЛИФТЫ
ПОЛОЖЕНИЕ о применении финансовых санкций Государственной жилищной
инспекцией
ОБЩИЕ ПОЛОЖЕНИЯ ПО ИНСПЕКТИРОВАНИЮ ЖИЛИЩНОГО ФОНДА
Основной задачей Государственной жилищной инспекции является осуществление
контроля за использованием, содержанием, ремонтом жилищного фонда, придомовых
территорий, объектов коммунального назначения независимо от его принадлежности и
форм собственности, в части обеспечения защиты прав и законных интересов граждан и
государства.",Data1_10_10861_index.pdf,2
Что такое единая методология бюджетного учета и бюджетной отчетности?,"Единая методология бюджетного учета и бюджетной отчетности устанавливается 
Министерством финансов Российской Федерации в соответствии с положениями настоящего 
Кодекса.",Бюджетный кодекс Российской Федерации.pdf,378
Кто выполняет распоряжения диспетчерских органов о отключении электрической энергии?,"Распоряжения диспетчерских органов Единой энергетической системы России
или энергоснабжающих организаций об отключении электрической энергии
выполняются оперативным персоналом энергоснабжающей организации, а также
оперативным персоналом потребителя незамедлительно.",Data1_10_10853_index.pdf,2
"Какие преимущества имеют средства индивидуализации, исключительное право на которые возникло ранее?","Если различные средства индивидуализации (фирменное наименование, товарный знак, знак 
обслуживания, коммерческое обозначение) оказываются тождественными или сходными до степени 
смешения и в результате такого тождества или сходства могут быть введены в заблуждение потребители и 
(или) контрагенты, преимущество имеет средство индивидуализации, исключительное право на которое 
возникло ранее, либо в случаях установления конвенционного или выставочного приоритета средство 
индивидуализации, которое имеет более ранний приоритет.",Гражданский кодекс Российской Федерации.pdf,515
В каких случаях государственная пошлина не уплачивается при пересылке свидетельств и документов в соответствии с международными договорами?,"За выдачу свидетельства о государственной регистрации актов гражданского состояния и иных 
документов, подтверждающих факты государственной регистрации актов гражданского состояния, 
пересылаемых в соответствии с международными договорами Российской Федерации, а также на 
основании запросов дипломатических представительств и консульских учреждений Российской Федерации, 
государственная пошлина не уплачивается.",Налоговый кодекс Российской Федерации.pdf,1268
Как вносятся сведения о характеристиках древесины в государственный лесной реестр?,"Сведения о характеристиках древесины, заготовленной гражданами для 
собственных нужд, вносятся в государственный лесной реестр органами государственной власти, 
органами местного самоуправления, уполномоченными в соответствии со статьями 81 - 84 
настоящего Кодекса на заключение договоров купли-продажи лесных насаждений для собственных 
нужд граждан.",Лесной кодекс Российской Федерации.pdf,26
Какие работы выполняются с повышенными требованиями к качеству и классу точности?,"Никто не может быть ограничен в трудовых правах и свободах или получать какие-либо преимущества в 
зависимости от пола, расы, цвета кожи, национальности, языка, происхождения, имущественного, 
семейного, социального и должностного положения, возраста, места жительства, отношения к религии, 
убеждений, принадлежности или непринадлежности к общественным объединениям или каким-либо 
социальным группам, а также от других обстоятельств, не связанных с деловыми качествами работника.",Трудовой кодекс Российской Федерации.pdf,2
Какие положения МДС 81-3.99 следует учитывать при определении стоимости затрат на эксплуатацию строительных машин и механизмов?,"При определении стоимости затрат на эксплуатацию строительных
машин и механизмов следует учитывать положения Методических указаний по
разработке сметных норм и расценок на эксплуатацию строительных машин и
автотранспортных средств (МДС 81-3.99).",Data1_10_10848_index.pdf,5
