question,answer,sources
"Какие основные задачи Государственной жилищной инспекции по контролю за использованием, содержанием и ремонтом жилищного фонда приведены в МДС 17-13.2000?"," Основными задачами Государственной жилищной инспекции, определенными в документе МДС 17-13.2000, являются:

1. Осуществление контроля за использованием, содержанием и ремонтом жилищного фонда независимо от его принадлежности и форм собственности.
2. Проведение обследования технического состояния жилищного фонда и инженерного оборудования, а также придомовой территории.
3. Установить наличие журналов по заявкам населения, осуществления обходов и осмотров жилых домов или их конструктивных элементов, а также прилегающей территории.","Data1_10_10852_index.pdf:page_1, Data1_10_10861_index.pdf:page_1, Data1_10_10861_index.pdf:page_2, Data1_10_10861_index.pdf:page_3, Жилищный кодекс Российской Федерации.pdf:page_13"
Что такое единая методология бюджетного учета и бюджетной отчетности?," Единая методология бюджетного учета и бюджетной отчетности - это установительная система, которая обеспечивает единство в описании, классификации, занесении и анализе информации по финансовым и нефинансовым активам, обязательствам, операциям субъектов бюджетной системы Российской Федерации. Она устанавливается Министерством финансов РФ в соответствии с положениями Кодекса.","Бюджетный кодекс Российской Федерации.pdf:page_255, Бюджетный кодекс Российской Федерации.pdf:page_27, Бюджетный кодекс Российской Федерации.pdf:page_378, Бюджетный кодекс Российской Федерации.pdf:page_379, Бюджетный кодекс Российской Федерации.pdf:page_381"
Кто выполняет распоряжения диспетчерских органов о отключении электрической энергии?, Отключение электрической энергии согласно распоряжению диспетчерских органов выполняется энергоснабжающей организацией.,"Data1_10_10853_index.pdf:page_3, Data1_10_10870_index.pdf:page_8, Data1_10_10871_index.pdf:page_13, Градостроительный кодекс Российской Федерации.pdf:page_17, Таможенный кодекс Евразийского экономического союза.pdf:page_361"
"Какие преимущества имеют средства индивидуализации, исключительное право на которые возникло ранее?"," Средства индивидуализации, такие как торговая марка, товарный знак или коммерческое обозначение, имеют преимущество в том, что они дают правообладателю исключительное право на использование данного средства индивидуализации. Это позволяет защитить свою торговую репутацию от неправомерного использования другими лицами, а также сбора компенсаций за возмещение причиненных убытков.","Гражданский кодекс Российской Федерации.pdf:page_493, Гражданский кодекс Российской Федерации.pdf:page_494, Гражданский кодекс Российской Федерации.pdf:page_515, Гражданский кодекс Российской Федерации.pdf:page_624, Гражданский кодекс Российской Федерации.pdf:page_661"
В каких случаях государственная пошлина не уплачивается при пересылке свидетельств и документов в соответствии с международными договорами?," Государственная пошлина не уплачивается при реорганизации организации в форме слияния, присоединения, преобразования и переоформлении правоустанавливающих документов на выделенный ей ресурс нумерации (по статье 333.27 настоящего Кодекса). Кроме того, при заключении соглашений между государствами-членами Союза и третьей стороной по свидетельствам и документам, в этом случае государственная пошлина не уплачивается.","Налоговый кодекс Российской Федерации.pdf:page_1268, Налоговый кодекс Российской Федерации.pdf:page_1304, Таможенный кодекс Евразийского экономического союза.pdf:page_323, Таможенный кодекс Евразийского экономического союза.pdf:page_353, Таможенный кодекс Евразийского экономического союза.pdf:page_62"
Как вносятся сведения о характеристиках древесины в государственный лесной реестр?," Сведения о характеристиках древесины вносятся в государственный лесной реестр:
1) лицами, использующими леса или осуществляющими мероприятия по сохранению лесов;
2) органами государственной власти и органами местного самоуправления;
3) уполномоченными в соответствии с статьями 81-84 Кодекса на заключение договоров купли-продажи лесных насаждений для собственных нужд граждан.

Данные подлежат внесению не позднее одного рабочего дня со дня наступления соответствующего события и сопровождаются автоматическим формированием отчета о ввезенной на склад или вывезенной со склада древесине.","Лесной кодекс Российской Федерации.pdf:page_26, Лесной кодекс Российской Федерации.pdf:page_27, Лесной кодекс Российской Федерации.pdf:page_29, Лесной кодекс Российской Федерации.pdf:page_55, Лесной кодекс Российской Федерации.pdf:page_86"
Какие работы выполняются с повышенными требованиями к качеству и классу точности?," Работы, которые выполняются с повышенными требованиями к качеству и классу точности, включают в себя построение внутренней разбивочной сети здания (сооружения) на монтажных горизонтах для многоэтажных зданий (сооружений), методы передачи разбивочных осей на монтажные горизонты, геодезические вывески при установке строительных конструкций и элементов в проектное положение. Данные работы могут также включать гидростатическое нивелирование для измерения относительных вертикальных перемещений большего числа точек, труднодоступных для измерений другими методами.","Data1_10_10754_index.pdf:page_2, Data1_11_11285_index.pdf:page_4, Data1_11_11285_index.pdf:page_73, Data1_11_11295_index.pdf:page_25, Data1_11_11295_index.pdf:page_26"
Какие положения МДС 81-3.99 следует учитывать при определении стоимости затрат на эксплуатацию строительных машин и механизмов?," 1) Затраты на эксплутацию отечественных строительных машин и автотранспортных средств должны учитывать оплату труда рабочих, обслуживающих машины, с районным коэффициентом равным 1.
2) Размеры средних ставок рабочих основной деятельности и надбавок за разъездной характер работ и надбавок при выполнении работ вахтовым методом устанавливает Росавтодор.
3) Затраты на эксплуатацию машин рассчитаны по 10-ти разрядной сетке, в которой оплата труда рабочего со средним тарифным разрядом 4,3 принята в размере 1760 руб.
4) Для рабочих, обслуживающих машины, данные могут использоваться данные не менее 3-5 региональных поставщиков.
5) Накладные расходы и сметная прибыль определяются согласно указанным в приложении 3 Методических указаний по определению величины накладных расходов и сметной прибыли в строительстве.","Data1_10_10754_index.pdf:page_3, Data1_10_10848_index.pdf:page_5, Data1_10_10848_index.pdf:page_7, Data1_2_2079_index.pdf:page_1, Data1_2_2080_index.pdf:page_6"
Что включает техническая приемка перед монтажом конструкций фонарей согласно ГОСТ МДС 31-8.2002?," Техническая приемка перед монтажом конструкций фонарей согласно ГОСТ МДС 31-8.2002 включает:
1. Соответствие установленных фонарей рабочей документации
2. Правильность установки несущих конструкций фонарей
3. Правильность установки светопропускающих элементов фонарей
4. Качество заделки стыков между отдельными элементами фонарей
5. Сохранность элементов и их отделки.","Data1_10_10754_index.pdf:page_1, Data1_10_10846_index.pdf:page_1, Data1_10_10846_index.pdf:page_18, Data1_10_10846_index.pdf:page_19, Data1_10_10846_index.pdf:page_20"
Какие документы регулируют оптовые цены на оборудование?," Документов, которые регулируют оптовые цены на оборудование, в тексте не упоминается. Для получения информации о документах, которые регулируют стоимость оборудования, рекомендую обратиться к специалистам по законодательству в этой области или проверить соответствующие законодательные акты.","Data1_2_2069_index.pdf:page_5, Data1_2_2082_index.pdf:page_18, Data1_2_2082_index.pdf:page_4, Data1_2_2082_index.pdf:page_7, Налоговый кодекс Российской Федерации.pdf:page_1431"
Какие виды грантов не подлежат налогообложению?," Гранты, полученные для поддержки науки и образования, культуры и искусства в Российской Федерации международными, иностранными и российскими организациями не подлежат налогообложению (статья 86 Кодекса РФ об определении порядка налогообложения доходов физических лиц).","Налоговый кодекс Российской Федерации.pdf:page_800, Налоговый кодекс Российской Федерации.pdf:page_803, Налоговый кодекс Российской Федерации.pdf:page_807, Налоговый кодекс Российской Федерации.pdf:page_825, Налоговый кодекс Российской Федерации.pdf:page_897"
Является ли ассоциация (союз) собственником своего имущества?," Да, в случае, если ассоциация (союз) приобрела или законно получила имущество, она имеет право называться собственником этого имущества.","Гражданский кодекс Российской Федерации.pdf:page_66, Гражданский кодекс Российской Федерации.pdf:page_67, Гражданский кодекс Российской Федерации.pdf:page_69, Гражданский кодекс Российской Федерации.pdf:page_70, Жилищный кодекс Российской Федерации.pdf:page_107"
Какие единицы измерения рекомендуются для разработки УПБС согласно ГОСТу?," Согласно ГОСТу, единицами измерения рекомендуется использовать те же, что и в сборниках ПВР и СНиР-91 для аналогичных ресурсов. Не допускается указывать для одного элемента затрат два показателя в виде дроби.","Data1_2_2079_index.pdf:page_2, Data1_2_2079_index.pdf:page_3, Data1_2_2080_index.pdf:page_7, Data1_2_2081_index.pdf:page_2, Data1_2_2081_index.pdf:page_3"
Что такое постоянное местонахождение иностранной организации?," Постоянное местонахождение иностранной организации означает государство, в котором основные органы управления компании находятся.","Налоговый кодекс Российской Федерации.pdf:page_1169, Налоговый кодекс Российской Федерации.pdf:page_1170, Налоговый кодекс Российской Федерации.pdf:page_1172, Налоговый кодекс Российской Федерации.pdf:page_1179, Налоговый кодекс Российской Федерации.pdf:page_903"
"Что влечет наложение административного штрафа на должностных лиц за нарушение правил эксплуатации, неиспользование сооружений, оборудования или аппаратуры для очистки газов и контроля выбросов вредных веществ в атмосферный воздух?"," Нарушение правил эксплуатации, неиспользование сооружений, оборудования или аппаратуры для очистки газов и контроля выбросов вредных веществ в атмосферный воздух влечет наложение административного штрафа на должностных лиц в размере от сорока тысяч до пятидесяти тысяч рублей.","Административный кодекс Российской Федерации.pdf:page_121, Административный кодекс Российской Федерации.pdf:page_122, Административный кодекс Российской Федерации.pdf:page_125, Административный кодекс Российской Федерации.pdf:page_160, Административный кодекс Российской Федерации.pdf:page_71"
"Что такое мониторинг, основанный на добровольном участии контролируемых лиц?"," Мониторинг, основанный на добровольном участии контролируемых лиц, - это механизм, при котором контролирующие лица (например, налогоплательщики) сами предоставляют информацию о себе и/или деятельности третьих субъектов (например, иностранных организациях, в которых они участвуют). Это позволяет сократить нагрузку на государственный контроль и ускорить процесс получения информации.","Кодекс внутреннего водного транспорта Российской Федерации.pdf:page_5, Налоговый кодекс Российской Федерации.pdf:page_200, Налоговый кодекс Российской Федерации.pdf:page_380, Налоговый кодекс Российской Федерации.pdf:page_76, Налоговый кодекс Российской Федерации.pdf:page_80"
При каких условиях выгодоприобретатель принимает обязательства по договору морского страхования?," При заключении договора морского страхования в пользу выгодоприобретателя, он не освобождает страхователя от выполнения обязанностей, если это не предусмотрено иное либо обязанности страхователя выполнены другим лицом.","Гражданский кодекс Российской Федерации.pdf:page_389, Гражданский кодекс Российской Федерации.pdf:page_394, Кодекс торгового мореплавания Российской Федерации.pdf:page_84, Кодекс торгового мореплавания Российской Федерации.pdf:page_86, Кодекс торгового мореплавания Российской Федерации.pdf:page_87"
Какое наименование должно быть присвоено выпуску проектной документации?," Наименование должны быть указаны в разделе ""СОСТАВ ПРОЕКТНОЙ ДОКУМЕНТАЦИИ"". Там должны быть указаны обозначение и наименование выпуска.","Data1_10_10849_index.pdf:page_10, Data1_10_10849_index.pdf:page_16, Data1_10_10849_index.pdf:page_17, Data1_10_10849_index.pdf:page_18, Градостроительный кодекс Российской Федерации.pdf:page_137"
Как определяется геометрический КЕО в расчетной точке по ГОСТ МДС 31-8.2002?," Геометрический Коэффициент Естественного Освещения (КЕО) в расчетной точке определяется по формуле (1), где n1 - количество лучей, попадающих в расчетную точку через световые проемы; n2 - количество лучей, проходящих через световые проемы по графику II (продольному разрезу помещения); e - расстояние от расчетной точки до вертикали, проходящей через середину светового проема.","Data1_10_10846_index.pdf:page_1, Data1_10_10846_index.pdf:page_12, Data1_10_10846_index.pdf:page_15, Data1_10_10846_index.pdf:page_34, Data1_10_10848_index.pdf:page_1"
Препятствует ли прекращение производства обращению других лиц?," Да, прекращение производства по административному делу может быть причиной для того, что документы, связанные с этим делом, не будут рассмотрены в других делах между теми же сторонами, о том же предмете и по тем же основаниям.

Приведенный контекст содержит нормативное правило, что производство прекращается судом по административному делу об оспаривании нормативного правового акта, если при его рассмотрении установлены нарушение прав, свобод и законных интересов административного истца. Таким образом, если административное производство прекращено, то возможно, что документы, связанные с этим делом, не будут рассмотрены в других делах между теми же сторонами, о том же предмете и по тем же основаниям.","Арбитражный процессуальный кодекс Российской Федерации.pdf:page_131, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_185, Гражданский процессуальный кодекс Российской Федерации.pdf:page_123, Кодекс административного судопроизводства Российской Федерации.pdf:page_113, Кодекс административного судопроизводства Российской Федерации.pdf:page_72"
"В каких случаях судебные расходы, понесенные судом, взыскиваются с административного ответчика?"," Судебные расходы взыскиваются с административного ответчика в следующих случаях:
1. При отказе в административном деле (статья на сайте kodasrf.ru).
2. Если суд удовлетворяет иск частично, а административный ответчик освобождается от платы за судебные расходы (статья на сайте gpkodeksrf.ru).","Арбитражный процессуальный кодекс Российской Федерации.pdf:page_52, Гражданский процессуальный кодекс Российской Федерации.pdf:page_39, Гражданский процессуальный кодекс Российской Федерации.pdf:page_40, Кодекс административного судопроизводства Российской Федерации.pdf:page_60, Кодекс административного судопроизводства Российской Федерации.pdf:page_61"
Какова цель документа МДС 41-3.2000?, Документ МДС 41-3.2000 разработан с целью оказания методической помощи энергоснабжающим (теплоснабжающим) организациям систем жилищно-коммунального хозяйства для обеспечения производства и распределения тепловой энергии и эксплуатации источников тепла.,"Data1_10_10864_index.pdf:page_1, Data1_10_10870_index.pdf:page_1, Data1_10_10871_index.pdf:page_1, Data1_1_1879_index.pdf:page_1, Data1_1_1904_index.pdf:page_1"
"Как определяется рыночная стоимость земельного участка, если разрешенное использование изменено для строительства объектов федерального значения?"," Для определения рыночной стоимости земельного участка, если разрешенное использование изменено для строительства объектов федерального значения, необходимо учитывать новые параметры и (или) разрешенное использование земельного участка в соответствии с установленными ограничениями по территории с особыми условиями использования. При этом рыночная стоимость определяется как разница между рыночной стоимостью исходного земельного участка (рыночная стоимость прекращаемых прав на исходный земельный участок) и рыночной стоимостью земельного участка, сохраняющегося у правообладателя (рыночной стоимости сохраняющихся прав).","Земельный кодекс Российской Федерации.pdf:page_143, Земельный кодекс Российской Федерации.pdf:page_144, Земельный кодекс Российской Федерации.pdf:page_145, Земельный кодекс Российской Федерации.pdf:page_157, Налоговый кодекс Российской Федерации.pdf:page_1592"
На каком сайте можно найти комментарии к статьям Налогового кодекса РФ?, <https://nkodeksrf.ru/>,"Гражданский кодекс Российской Федерации.pdf:page_463, Налоговый кодекс Российской Федерации.pdf:page_1053, Налоговый кодекс Российской Федерации.pdf:page_1172, Налоговый кодекс Российской Федерации.pdf:page_2, Налоговый кодекс Российской Федерации.pdf:page_92"
"Как можно снизить вязкость растворов силиката при радиусах закрепления 0,7 м и более (ГОСТ 3.02.01-83)?"," Снизить вязкость растворов силиката можно путем уменьшения содержания сухих веществ в них. Используйте более водный раствор с большим количеством воды при заданном соотношении цемента и ортофосфорной кислоты, но сохраняя предельно допустимые границы модуля упругости (2,7 - 3) и плотности (1,2 - 1,45 г/см3).","Data1_11_11295_index.pdf:page_12, Data1_11_11295_index.pdf:page_14, Data1_11_11295_index.pdf:page_5, Data1_11_11295_index.pdf:page_6, Data1_11_11295_index.pdf:page_8"
Какие дополнительные выплаты стимулирующего характера учитываются в расчетах согласно ГОСТ МДС 81-7.2000?," В документе не указано о каких-либо дополнительных выплатах стимулирующего характера, учитывающихся в расчетах согласно ГОСТ МДС 81-7.2000. Это пособие сосредоточено на расчете затрат на содержание службы заказчика-застройщика и определении численности персонала в зависимости от выделенных инвестиций.","Data1_10_10754_index.pdf:page_14, Data1_10_10754_index.pdf:page_18, Data1_2_2070_index.pdf:page_1, Data1_2_2073_index.pdf:page_1, Data1_2_2116_index.pdf:page_1"
Какие данные о гранулометрическом составе грунтов необходимы для проектирования инъекционного химзакрепления согласно СНиП 3.02.01-83?," Для проектирования инъекционного химзакрепления грунтов в соответствии с нормами СНиП 3.02.01-83 необходимы данные о гранулометрическом составе грунтов, включая размеры и доля фракций.","Data1_11_11295_index.pdf:page_1, Data1_11_11295_index.pdf:page_10, Data1_11_11295_index.pdf:page_11, Data1_11_11295_index.pdf:page_27, Data1_11_11295_index.pdf:page_9"
Какая средняя температура за июль в Печоре согласно ГОСТ МДС 31-8.2002?," В ГОСТе МДС 31-8.2002 данных о средней температуре за июль в Печоре не приведены, так как этот документ содержит сведения об устройстве фонарей для естественного освещения помещений в различных регионах России, но не предоставляет метеорологическую информацию.","Data1_10_10846_index.pdf:page_1, Data1_10_10846_index.pdf:page_24, Data1_10_10846_index.pdf:page_25, Data1_10_10846_index.pdf:page_26, Налоговый кодекс Российской Федерации.pdf:page_685"
Какая специальная информационная дорожка должна предусматриваться в зале для специальной физической подготовки инвалидов согласно ГОСТ МДС 35-7.2000?," По информации из документа ГОСТ МДС 35-7.2000, в зале для специальной физической подготовки инвалидов должна предусматриваться система информации для незрячих, состоящая из следующих элементов: поворот, прямая, барьер (ограждение), легкое ограждение (веревка), развилка или перекресток.","Data1_10_10847_index.pdf:page_1, Data1_10_10847_index.pdf:page_23, Data1_10_10847_index.pdf:page_27, Data1_10_10847_index.pdf:page_28, Data1_10_10847_index.pdf:page_5"
"Какова важность правильного реагирования на запросы заказчиков, согласно ГОСТ МДС 11-11.2000?"," Правильное реагирование на запросы заказчиков важно для того, чтобы обеспечить согласование градостроительной документации и удовлетворение требований к проекту в рамках ГОСТ МДС 11-11.2000.","Data1_10_10858_index.pdf:page_1, Data1_10_10859_index.pdf:page_1, Data1_10_10863_index.pdf:page_1, Data1_1_1904_index.pdf:page_1, Data1_2_2116_index.pdf:page_1"
Какова роль канатного моста (элемент 3) в проекте площадки с зоной водных игр согласно ГОСТ МДС 35-7.2000?," Кантатный мост (элемент 3) в проекте площадки с зоной водных игр согласно ГОСТ МДС 35-7.2000 предназначен для прохождения по различным точкам площадки, особенно при игровых занятиях или передвижении между элементами наиболее активных игр.","Data1_10_10847_index.pdf:page_1, Data1_10_10847_index.pdf:page_17, Data1_10_10847_index.pdf:page_23, Data1_10_10852_index.pdf:page_1, Data1_1_1879_index.pdf:page_31"
"Какова ответственность за нарушение правил использования на территории Российской Федерации спутниковых сетей связи, находящихся под юрисдикцией иностранных государств, для должностных лиц?"," Для должностных лиц нарушение правил использования спутниковых сетей связи, находящихся под юрисдикцией иностранных государств, может влечь наложение административного штрафа в размере от двух тысяч до восьми тысяч рублей. Эта санкция предусмотрена статьёй 13.46 Кодекса Российской Федерации об административных правонарушениях. Бесплатная юридическая консультация по телефонам: 8 (499) 938-53-71 (Москва и МО), 8 (812) 467-95-28 (Санкт-Петербург и ЛО), 8 (800) 301-92-12 (Регионы РФ).","Административный кодекс Российской Федерации.pdf:page_230, Административный кодекс Российской Федерации.pdf:page_236, Административный кодекс Российской Федерации.pdf:page_244, Административный кодекс Российской Федерации.pdf:page_371, Уголовный кодекс Российской Федерации.pdf:page_217"
Как определяется базовая цена проектирования объединенных или сблокированных зданий научно-исследовательских учреждений согласно СНиП?," При проектировании объединенных или сблокированных зданий научно-исследовательских учреждений базовая цена определяется аналогично расчету для отдельного здания, при этом стоимость разработки базовой секции (корпуса) определяется с применением поправочных коэффициентов к стоимости работ по повторяющимся секциям или корпусам в соответствии с п. 2 СНиП, указанному в документации по формированию и использованию укрупненных показателей базисной стоимости.","Data1_11_11835_index.pdf:page_12, Data1_11_11835_index.pdf:page_3, Data1_11_11835_index.pdf:page_4, Data1_2_2080_index.pdf:page_1, Data1_2_2081_index.pdf:page_1"
"Какие статьи КоАП рассматривают судьи, если дело возбуждено инспектором Счетной палаты Российской Федерации, согласно пункту 1.1 статьи 23.1?"," Судьи рассматривают дела об административных правонарушениях, предусмотренных статьями 9 (части 3 и 4), 11.20.1 настоящего Кодекса РФ. Это указано в пункте 1.1 статьи 23.1 КоАП.","Административный кодекс Российской Федерации.pdf:page_466, Административный кодекс Российской Федерации.pdf:page_468, Административный кодекс Российской Федерации.pdf:page_480, Административный кодекс Российской Федерации.pdf:page_492, Административный кодекс Российской Федерации.pdf:page_493"
Кто должен подписывать диагностическую карту крана согласно ТИПОВЫМ НОРМАМ?," Диагностическая карта крана должна подписываться специалистом, осуществляющим диагностику (экспертом), а также лицом, ответственным за техническое обслуживание или ремонт крана (например, оператором или руководителем службы обслуживания).","Data1_10_10852_index.pdf:page_21, Data1_10_10855_index.pdf:page_1, Data1_10_10855_index.pdf:page_2, Data1_10_10855_index.pdf:page_3, Административный кодекс Российской Федерации.pdf:page_247"
Какие полномочия имеют законные представители?," Законные представители имеют следующие полномочия:
1. Представлять интересы в административном правонарушении (статья 25.4).
2. Участвовать в отношениях, регулируемых законодательством о налогах и сборах (статья 26).
3. Выдаются доверенность от имени организации (статья не указана).
4. Представители, назначаемые судом, могут представлять доказательства, участвовать в прениях сторон, приносить жалобы на действия (бездействие) и решения суда, участвовать в заседании судов апелляционной, кассационной и надзорной инстанций (статья не указана).
5. В случае отсутствия представителя у ответчика могут назначаться адвокаты (статья 50).","Административный кодекс Российской Федерации.pdf:page_512, Гражданский процессуальный кодекс Российской Федерации.pdf:page_22, Гражданский процессуальный кодекс Российской Федерации.pdf:page_23, Налоговый кодекс Российской Федерации.pdf:page_89, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_270"
Когда считается дата подачи заявки на товарный знак?," Дата подачи заявки на товарный знак считается датой, когда заявление приходит в федеральный орган исполнительной власти по интеллектуальной собственности.","Гражданский кодекс Российской Федерации.pdf:page_579, Гражданский кодекс Российской Федерации.pdf:page_634, Гражданский кодекс Российской Федерации.pdf:page_635, Гражданский кодекс Российской Федерации.pdf:page_639, Гражданский кодекс Российской Федерации.pdf:page_640"
"Какие действия следует предпринять при обнаружении осадочных трещин согласно ТП-70 С., СНиП II-22-81, СНиП 2.03.01-84*?"," Не допускается осадочные трещины в стенных конструкциях. Для устранения осадочных трещин необходимо: ликвидировать причину увлажнения стен (повреждение кровли, карниза, парапета), закрыть трещины герметиком и уплотняющими материалами с обязательным обжатием 30-50%, а также теплоизоляцией - теплопакетами или устройством ""вутов"", ширина которых должна быть не менее 300 мм. Срок исполнения рекомендуется в кратчайшие сроки.","Data1_10_10861_index.pdf:page_14, Data1_10_10861_index.pdf:page_15, Data1_10_10861_index.pdf:page_18, Data1_10_10861_index.pdf:page_25, Data1_10_10861_index.pdf:page_30"
Какое заключение должен дать эксперт?," Эксперт обязан дать объективное заключение по поставленным перед ним вопросам, исходящее из его специальных познаний и основанное на результатах проведенных исследований.","Административный кодекс Российской Федерации.pdf:page_515, Административный кодекс Российской Федерации.pdf:page_519, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_41, Кодекс административного судопроизводства Российской Федерации.pdf:page_30, Кодекс административного судопроизводства Российской Федерации.pdf:page_48"
Какой СНиП документа указан в методических рекомендациях по разработке сборников ресурсных сметных норм на монтаж оборудования?," В контексте методических рекомендаций, документ СНиП не указан явно. Однако можно предположить, что используется ""СНиР-91"" как нормативативная база для разработки сборников ресурсных сметных норм, поскольку приведен перечень документов, которые разрабатываются одновременно и включает в себя ""Методические рекомендации по составлению сметных расчетов (смета) на пуско-наладочные работы ресурсным методом"", которые были изданы в 1994 году, а в СНиР-91 использовался стоимостный норматив от 1 января 1991 года. Однако для точной информации лучше консультироваться с представителями Госстроя России или другими экспертами.","Data1_10_10062_index.pdf:page_2, Data1_10_10864_index.pdf:page_14, Data1_2_2073_index.pdf:page_1, Data1_2_2073_index.pdf:page_2, Data1_2_2076_index.pdf:page_3"
