question,answer,source,page
Как указывается наименование и количество единиц измерения мощности объекта в Форме № 3-в согласно ГОСТ?,"1
2
3
4
5
Форма № 3-св
СВОДКА
ОБЪЕМОВ И СТОИМОСТИ ПОДРЯДНЫХ РАБОТ
на _______________________________________________________
(наименование объекта)
Наименование и количество единиц измерения
№
№
п/
п
Коды КЭ и
конструктивных
решений
Наименование
разделов,
конструктивных
элементов и
устройств
Единица
измерения
Коли-
чество
Сметная стоимость в текущем уровне цен, тыс.",Data1_2_2076_index.pdf,15
В каких случаях оспаривание займа по безденежности не допускается?,"Если договор займа должен быть совершен в письменной форме (статья 808), оспаривание займа по 
безденежности путем свидетельских показаний не допускается, за исключением случаев, когда договор 
был заключен под влиянием обмана, насилия, угрозы или стечения тяжелых обстоятельств, а также 
представителем заемщика в ущерб его интересам.",Гражданский кодекс Российской Федерации.pdf,338
"Как определяется размер возмещения при приведении параметров зданий, сооружений в соответствие с установленными требованиями?","В случае сноса здания, сооружения, объекта незавершенного строительства в связи с их нахождением в 
границах зоны с особыми условиями использования территории, в отношении которых принято решение о 
сносе самовольной постройки или ее приведении в соответствие с установленными требованиями 
исключительно по основанию их несоответствия обязательным требованиям к количеству этажей и (или) 
высоте объекта, или приведения параметров таких здания, сооружения, объекта незавершенного 
строительства и (или) их разрешенного использования (назначения) в соответствие с ограничениями 
использования земельных участков, установленными в границах зоны с особыми условиями 
использования территории, при расчете размера возмещения убытки определяются исходя из параметров 
зданий, сооружений, соответствующих установленным требованиям, требованиям разрешений на 
строительство.",Земельный кодекс Российской Федерации.pdf,157
"Какой штраф предусмотрен за допуск к управлению транспортным средством водителя, не имеющего российского национального водительского удостоверения?","Допуск к управлению транспортным средством водителя, не имеющего 
российского национального водительского удостоверения 
Допуск к управлению транспортным средством водителя, не имеющего в случаях, предусмотренных 
законодательством Российской Федерации о безопасности дорожного движения, российского 
национального водительского удостоверения, - 
влечет наложение административного штрафа на должностных лиц, ответственных за техническое 
состояние и эксплуатацию транспортных средств, в размере пятидесяти тысяч рублей.",Административный кодекс Российской Федерации.pdf,197
Какие методы используются для уполаживания берегов водных объектов?,"Инженерная защита территорий и объектов от негативного воздействия вод 
(строительство водоограждающих дамб, берегоукрепительных сооружений и других сооружений 
инженерной защиты, предназначенных для защиты территорий и объектов от затопления, 
подтопления, разрушения берегов водных объектов, и (или) методы инженерной защиты, в том 
числе искусственное повышение поверхности территорий, устройство свайных фундаментов и 
другие методы инженерной защиты) осуществляется в соответствии с законодательством 
Российской Федерации о градостроительной деятельности органами государственной власти и 
органами местного самоуправления, уполномоченными на выдачу разрешений на строительство в 
соответствии с законодательством Российской Федерации о градостроительной деятельности, 
юридическими и физическими лицами - правообладателями земельных участков, в отношении 
которых осуществляется такая защита.",Водный кодекс Российской Федерации.pdf,41
Какова производительность установки осушки природного газа (однопоточная) согласно ГОСТу МДС 81-8.2000?,"Затраты
труда, чел.-
ч
1
2
3
4
5
 
Отдел 3
 
 
 
 
Оборудование газоперерабатывающих заводов
 
 
 
 
Раздел 1
 
 
 
 
Технологические 
установки 
переработки
природного газа
 
 
 
 
Группа 1
 
 
 
 
Установки очистки и осушки природного газа
 
 
 
341
Установка сепарации газа высокого давления
производительностью 
1,5 
млрд.",Data1_10_10864_index.pdf,37
Какие долговые обязательства субъекта Российской Федерации могут быть среднесрочными?,"Долговые обязательства субъекта Российской Федерации могут быть краткосрочными 
(менее одного года), среднесрочными (от одного года до пяти лет) и долгосрочными (от пяти до 30 
лет включительно).",Бюджетный кодекс Российской Федерации.pdf,144
Когда начинается рассмотрение евразийской заявки на изобретение?,"Рассмотрение евразийской заявки на изобретение, имеющей в соответствии с Евразийской патентной 
конвенцией силу предусмотренной настоящим Кодексом заявки на изобретение, осуществляется начиная 
со дня, когда федеральным органом исполнительной власти по интеллектуальной собственности получена 
от Евразийского патентного ведомства заверенная копия евразийской заявки.",Гражданский кодекс Российской Федерации.pdf,593
Какие регионы относятся к районам Крайнего Севера в Мурманской области?,"Приложение 3
Перечень районов Крайнего Севера и приравненных к ним местностей
Регионы
Районы Крайнего Севера
Местности, приравненные к районам
Крайнего Севера
Мурманская
область
Вся территория области
-
Архангельская
область
Ненецкий АО, г. Северодвинск с
территорией, 
находящейся 
в
административном 
подчинении
Северодвинской администрации
муниципального 
образования.",Data1_10_10062_index.pdf,8
Что запрещено водителю после ДТП?,"В случае, если уставом общества отчуждение доли или части доли, принадлежащих участнику общества, 
третьим лицам запрещено и другие участники общества отказались от их приобретения либо не получено 
согласие на отчуждение доли или части доли участнику общества или третьему лицу при условии, что 
необходимость получить такое согласие предусмотрена уставом общества, общество обязано приобрести 
по требованию участника общества принадлежащую ему долю или часть доли.",Гражданский кодекс Российской Федерации.pdf,57
Какое решение может быть принято по результатам рассмотрения материалов проверки?,"В ходе рассмотрения акта и других материалов мероприятий налогового контроля может быть принято 
решение о привлечении в случае необходимости к участию в этом рассмотрении свидетеля, эксперта, 
специалиста.",Налоговый кодекс Российской Федерации.pdf,265
Какие ГОСТы или СНиПы регламентируют применение вычислительной техники при составлении сметной документации?,"ПРИМЕНЕНИЕ ВЫЧИСЛИТЕЛЬНОЙ ТЕХНИКИ
ПРИ СОСТАВЛЕНИИ СМЕТНОЙ ДОКУМЕНТАЦИИ
8.1.",Data1_2_2079_index.pdf,7
В каких случаях суд может взыскать алименты в твердой денежной сумме?,"При отсутствии соглашения родителей об уплате алиментов на несовершеннолетних 
детей и в случаях, если родитель, обязанный уплачивать алименты, имеет нерегулярный, 
меняющийся заработок и (или) иной доход, либо если этот родитель получает заработок и (или) 
иной доход полностью или частично в натуре или в иностранной валюте, либо если у него 
отсутствует заработок и (или) иной доход, а также в других случаях, если взыскание алиментов в 
долевом отношении к заработку и (или) иному доходу родителя невозможно, затруднительно или 
существенно нарушает интересы одной из сторон, суд вправе определить размер алиментов, 
взыскиваемых ежемесячно, в твердой денежной сумме или одновременно в долях (в соответствии 
со статьей 81 настоящего Кодекса) и в твердой денежной сумме.",Семейный кодекс Российской Федерации.pdf,24
Какие объекты проектирования указаны в главе 4 согласно СНиП?,"а
в
1
2
3
4
5
 
Главный производственный корпус мощностью, частей/год
 
 
 
15.
от 110 до 250
""
1034,00
0,50
 
Цех обработки пленки с фотолабораторией мощностью, частей/год
 
 
 
16.
от 110 до 250
""
414,80
2,60
 
Различные объекты для киностудий всех назначений и мощностей
 
 
 
17.",Data1_11_11835_index.pdf,11
Кто составляет проекты бюджетов государственных внебюджетных фондов Российской Федерации?,"Проекты бюджетов государственных внебюджетных фондов Российской Федерации 
составляются органами управления указанных фондов на очередной финансовый год и плановый 
период и представляются в федеральный орган исполнительной власти, осуществляющий 
координацию деятельности соответствующего государственного внебюджетного фонда Российской 
Федерации, для внесения в установленном порядке в Правительство Российской Федерации с 
проектом федерального закона о тарифах страховых взносов на обязательное социальное 
страхование от несчастных случаев на производстве и профессиональных заболеваний и другими 
документами и материалами, представляемыми одновременно с проектами соответствующих 
бюджетов.",Бюджетный кодекс Российской Федерации.pdf,236
Какие работы включает в себя возобновление защитного слоя в железобетонных конструкциях каналов и камер согласно ГОСТ МДС 14-13.2000?,Возобновление защитного слоя в железобетонных конструкциях каналов и камер.,Data1_1_1879_index.pdf,30
Какие телефоны доступны для бесплатной юридической консультации в Москве и Московской области?,"Предприятием выполнены работы на многочисленных объектах в Москве и Московской области, а также во
многих городах РФ и странах СНГ
Основные
характеристики
конструкций
Высоконадежная поликарбонатная система в полной комплектации.",Data1_10_10846_index.pdf,48
На каком сайте можно найти комментарии к статьям?,"Комментарии к статьям на сайте 
https://upkodeksrf.ru/ 
 
 
 
 
 
2) доказано ли, что деяние совершил подсудимый; 
3) является ли это деяние преступлением и какими пунктом, частью, статьей Уголовного кодекса 
Российской Федерации оно предусмотрено; 
4) виновен ли подсудимый в совершении этого преступления; 
5) подлежит ли подсудимый наказанию за совершенное им преступление; 
6) имеются ли обстоятельства, смягчающие или отягчающие наказание; 
6.1) имеются ли основания для изменения категории преступления, в совершении которого обвиняется 
подсудимый, на менее тяжкую в соответствии с частью шестой статьи 15 Уголовного кодекса Российской 
Федерации; 
7) какое наказание должно быть назначено подсудимому; 
7.1) имеются ли основания для замены наказания в виде лишения свободы принудительными работами в 
порядке, установленном статьей 53.1 Уголовного кодекса Российской Федерации; 
7.2) нуждается ли подсудимый в прохождении лечения от наркомании и медицинской и (или) социальной 
реабилитации в порядке, установленном статьей 72.1 Уголовного кодекса Российской Федерации; 
8) имеются ли основания для постановления приговора без назначения наказания, освобождения от 
наказания или применения отсрочки отбывания наказания; 
9) какой вид исправительного учреждения и режим должны быть определены подсудимому при 
назначении ему наказания в виде лишения свободы; 
10) подлежит ли удовлетворению гражданский иск, в чью пользу и в каком размере; 
10.1) доказано ли, что имущество, подлежащее конфискации, получено в результате совершения 
преступления или является доходами от этого имущества либо использовалось или предназначалось для 
использования в качестве орудия, оборудования или иного средства совершения преступления либо для 
финансирования терроризма, экстремистской деятельности (экстремизма), организованной группы, 
незаконного вооруженного формирования, преступного сообщества (преступной организации); 
11) как поступить с имуществом, на которое наложен арест для обеспечения исполнения наказания в виде 
штрафа, для обеспечения гражданского иска или возможной конфискации; 
12) как поступить с вещественными доказательствами; 
13) на кого и в каком размере должны быть возложены процессуальные издержки; 
14) должен ли суд в случаях, предусмотренных статьей 48 Уголовного кодекса Российской Федерации, 
лишить подсудимого специального, воинского или почетного звания, классного чина, а также 
государственных наград; 
15) могут ли быть применены принудительные меры воспитательного воздействия в случаях, 
предусмотренных статьями 90 и 91 Уголовного кодекса Российской Федерации; 
16) могут ли быть применены принудительные меры медицинского характера в случаях, предусмотренных 
статьей 99 Уголовного кодекса Российской Федерации; 
17) следует ли отменить или изменить меру пресечения в отношении подсудимого.",Уголовно-процессуальный кодекс Российской Федерации.pdf,192
Какие требования к устойчивости фонарей к воздействию радиационных факторов предъявляет ГОСТ МДС 31-8.2002?,"ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ
И ПРОЕКТНО-ЭКСПЕРИМЕНТАЛЬНЫЙ ИНСТИТУТ
ПРОМЫШЛЕННЫХ ЗДАНИЙ И СООРУЖЕНИЙ
ОАО «ЦНИИПРОМЗДАНИЙ»
РЕКОМЕНДАЦИИ
ПО ПРОЕКТИРОВАНИЮ
И УСТРОЙСТВУ ФОНАРЕЙ
ДЛЯ ЕСТЕСТВЕННОГО
ОСВЕЩЕНИЯ ПОМЕЩЕНИЙ
МДС 31-8.2002
Москва 2002
Рекомендованы к изданию решением Секции строительных конструкций зданий Научно-технического
совета ОАО «ЦНИИпромзданий» 10 июля 2002 г.
Рекомендации содержат сведения о современных конструкциях фонарей со светопропускающими
элементами из стекла и полимерных материалов, предназначенных для устройства естественного освещения
помещений зданий и сооружений.",Data1_10_10846_index.pdf,1
Какие требования предъявляются к растворам-крепителям при силикатизации и смолизации грунтов согласно ГОСТ (к СНиП 3.02.01-83)?,"Размеры заглубленных устройств из закрепленных грунтов, их местоположение в естественной грунтовой среде и
требования к прочностным, деформационным и другим свойствам закрепленных грунтов при расчете на основное и особое
сочетание действующих нагрузок устанавливают расчетами по двум предельным состояниям, руководствуясь действующими
общесоюзными и ведомственными СНиП и пособиями по проектированию оснований и фундаментов для промышленных и
гражданских зданий и сооружений.",Data1_11_11295_index.pdf,11
"Какие основные задачи Государственной жилищной инспекции по контролю за использованием, содержанием и ремонтом жилищного фонда приведены в МДС 17-13.2000?","ЛИФТЫ
ПОЛОЖЕНИЕ о применении финансовых санкций Государственной жилищной
инспекцией
ОБЩИЕ ПОЛОЖЕНИЯ ПО ИНСПЕКТИРОВАНИЮ ЖИЛИЩНОГО ФОНДА
Основной задачей Государственной жилищной инспекции является осуществление
контроля за использованием, содержанием, ремонтом жилищного фонда, придомовых
территорий, объектов коммунального назначения независимо от его принадлежности и
форм собственности, в части обеспечения защиты прав и законных интересов граждан и
государства.",Data1_10_10861_index.pdf,2
Что такое единая методология бюджетного учета и бюджетной отчетности?,"Единая методология бюджетного учета и бюджетной отчетности устанавливается 
Министерством финансов Российской Федерации в соответствии с положениями настоящего 
Кодекса.",Бюджетный кодекс Российской Федерации.pdf,378
Кто выполняет распоряжения диспетчерских органов о отключении электрической энергии?,"Распоряжения диспетчерских органов Единой энергетической системы России
или энергоснабжающих организаций об отключении электрической энергии
выполняются оперативным персоналом энергоснабжающей организации, а также
оперативным персоналом потребителя незамедлительно.",Data1_10_10853_index.pdf,2
"Какие преимущества имеют средства индивидуализации, исключительное право на которые возникло ранее?","Если различные средства индивидуализации (фирменное наименование, товарный знак, знак 
обслуживания, коммерческое обозначение) оказываются тождественными или сходными до степени 
смешения и в результате такого тождества или сходства могут быть введены в заблуждение потребители и 
(или) контрагенты, преимущество имеет средство индивидуализации, исключительное право на которое 
возникло ранее, либо в случаях установления конвенционного или выставочного приоритета средство 
индивидуализации, которое имеет более ранний приоритет.",Гражданский кодекс Российской Федерации.pdf,515
В каких случаях государственная пошлина не уплачивается при пересылке свидетельств и документов в соответствии с международными договорами?,"Комментарии к статьям на сайте
https://nkodeksrf.ru/
если спор о признании права собственности истца (истцов) на это имущество ранее не решался судом - в 
соответствии с подпунктом 1 пункта 1 статьи 333.19 настоящего Кодекса; 
если ранее суд вынес решение о признании права собственности истца (истцов) на указанное имущество - в 
соответствии с подпунктом 3 пункта 1 статьи 333.19 настоящего Кодекса; 
4) при предъявлении встречного иска, встречного административного иска, а также заявлений о вступлении 
в дело третьих лиц, заявляющих самостоятельные требования относительно предмета спора, 
государственная пошлина уплачивается в соответствии с положениями статьи 333.19 настоящего Кодекса; 
5) при замене по определению суда выбывшей стороны ее правопреемником (в случае смерти физического 
лица, реорганизации организации, уступки требования, перевода долга и в других случаях перемены лиц в 
обязательствах) государственная пошлина уплачивается таким правопреемником, если она не была 
уплачена замененной стороной; 
6) в случае выделения судьей одного искового требования (административного искового требования) или 
нескольких из соединенных исковых требований (административных исковых требований) в отдельное 
производство государственная пошлина, уплаченная при предъявлении иска (административного иска), не 
пересчитывается и не возвращается.",Налоговый кодекс Российской Федерации.pdf,1258
Как вносятся сведения о характеристиках древесины в государственный лесной реестр?,"Сведения о характеристиках древесины вносятся в государственный лесной реестр 
посредством формирования лицами, указанными в пунктах 1, 3 - 5 части 3 настоящей статьи, 
соответственно отчета об использовании лесов, отчета о ввезенной на склад и вывезенной со склада 
древесине, предусмотренного частью 3 статьи 50.4-2 настоящего Кодекса отчета о древесине и 
продукции из нее, электронного сопроводительного документа в соответствии с частью 4 статьи 
93.5 настоящего Кодекса, оформления сделок с древесиной с использованием государственного 
лесного реестра.",Лесной кодекс Российской Федерации.pdf,26
Какие работы выполняются с повышенными требованиями к качеству и классу точности?,"Действие ФЕРм не распространяется на:
- работы, нормы на которые отсутствуют в сборниках ГЭСНм;
- монтаж оборудования, техническая характеристика, условия поставки и способ
монтажа которого существенно отличаются от предусмотренных сборниками;
- монтаж оборудования, к качеству и классу точности монтажа которого
предъявляются требования, превышающие требования и допуски, приведенные в
сборниках СНиП, часть 3 «Правила производства и приемки работ»;
- работы с применением машин и оборудования, в том числе импортного, не
имеющих 
аналогов 
отечественного 
производства, 
существенно 
изменяющих
технологию производства работ и расход ресурсов по сравнению с ФЕРм;
- работы, выполняемые в высокогорных районах на высоте более 3500 м.
Сметная 
стоимость 
таких 
работ 
должна 
определяться 
на 
основании
индивидуальных сметных норм и единичных расценок, или с применением
поправочных коэффициентов к действующим единичным расценкам, учитывающим
соответствующие особенности производства работ.",Data1_10_10754_index.pdf,2
Какие положения МДС 81-3.99 следует учитывать при определении стоимости затрат на эксплуатацию строительных машин и механизмов?,"При определении стоимости затрат на эксплуатацию строительных
машин и механизмов следует учитывать положения Методических указаний по
разработке сметных норм и расценок на эксплуатацию строительных машин и
автотранспортных средств (МДС 81-3.99).",Data1_10_10848_index.pdf,5
Что включает техническая приемка перед монтажом конструкций фонарей согласно ГОСТ МДС 31-8.2002?,"Перед монтажом конструкций фонарей производителем работ должна быть произведена техническая
приемка отдельных их элементов и выполнены подготовительные работы.",Data1_10_10846_index.pdf,18
Какие документы регулируют оптовые цены на оборудование?,"Указанная расчетная цена подлежит применению с 1-го числа первого месяца периода, на который 
регулируемые оптовые цены на газ утверждаются в установленном порядке.",Налоговый кодекс Российской Федерации.pdf,1410
Какие виды грантов не подлежат налогообложению?,"Доходы, 
не 
подлежащие 
налогообложению 
(освобождаемые 
от 
налогообложения) 
Не подлежат налогообложению (освобождаются от налогообложения) следующие виды доходов 
физических лиц: 
1) государственные пособия, за исключением пособий по временной нетрудоспособности (включая пособие 
по уходу за больным ребенком); 
если иное не предусмотрено настоящим пунктом, все виды компенсационных выплат, установленных 
законодательством Российской Федерации, законодательными актами субъектов Российской Федерации, 
решениями представительных органов местного самоуправления (в пределах норм, установленных в 
соответствии с законодательством Российской Федерации), связанных с: 
возмещением вреда, причиненного увечьем или иным повреждением здоровья; 
возмещением расходов на оплату коммунальных услуг (включая услуги по обращению с твердыми 
коммунальными отходами), расходов на оплату жилых помещений, предоставляемых во временное 
пользование, топлива (а также соответствующие доходы, полученные в натуральной форме);",Налоговый кодекс Российской Федерации.pdf,800
Является ли ассоциация (союз) собственником своего имущества?,Ассоциация (союз) является собственником своего имущества.,Гражданский кодекс Российской Федерации.pdf,69
Какие единицы измерения рекомендуются для разработки УПБС согласно ГОСТу?,"Показатели УПБС ВР по каждому виду работ должны содержать наименование видов работ и затрат, измеритель,
показатели трудоемкости и основной заработной платы рабочих-строителей, коды материалов-представителей и их
приведенный расход, сметную и оптовую цены единицы измерения материалов-представителей, общую стоимость
материалов по данному виду работ, коды строительных машин, количество машино-смен, необходимых для выполнения
данного вида работ, сметную цену машино-часа, заработную плату машинистов, общий размер затрат на эксплуатацию
машин, прямые затраты по виду работ, а также стоимость вида работ (с накладными расходами и сметной прибылью),
рассчитанную для каждого вида работ по жилищному строительству.",Data1_2_2079_index.pdf,2
Что такое постоянное местонахождение иностранной организации?,"Прибыль контролируемых иностранных компаний, указанных в подпункте 6 пункта 1 настоящей статьи, 
освобождается от налогообложения при условии одновременного соблюдения всех следующих требований 
к таким компаниям, обращающимся облигациям и долговым обязательствам, возникшим в связи с 
размещением таких обращающихся облигаций: 
1) обращающиеся облигации, указанные в подпункте 6 пункта 1 настоящей статьи, отвечают требованиям, 
установленным к таким облигациям подпунктом 1 пункта 2.1 статьи 310 настоящего Кодекса; 
2) долговые обязательства российских и иностранных организаций перед иностранными организациями, 
указанными в подпункте 6 пункта 1 настоящей статьи, возникли в связи с размещением обращающихся 
облигаций, указанных в подпункте 1 настоящего пункта, что подтверждается хотя бы одним из следующих 
документов: 
договором, которым оформлено соответствующее долговое обязательство; 
условиями выпуска соответствующих обращающихся облигаций; 
проспектом эмиссии соответствующих обращающихся облигаций; 
3) иностранные организации, указанные в подпункте 6 пункта 1 настоящей статьи, имеют постоянное 
местонахождение в государствах, с которыми Российская Федерация имеет международные договоры, 
регулирующие вопросы налогообложения доходов организаций и физических лиц; 
4) доля процентных расходов по обращающимся облигациям, указанным в подпункте 6 пункта 1 настоящей 
статьи, осуществленных за период, за который в соответствии с личным законом иностранной организации",Налоговый кодекс Российской Федерации.pdf,75
"Что влечет наложение административного штрафа на должностных лиц за нарушение правил эксплуатации, неиспользование сооружений, оборудования или аппаратуры для очистки газов и контроля выбросов вредных веществ в атмосферный воздух?","Нарушение правил эксплуатации, неиспользование сооружений, оборудования или аппаратуры для 
очистки газов и контроля выбросов вредных веществ в атмосферный воздух, которые могут привести к его 
загрязнению, либо использование неисправных указанных сооружений, оборудования или аппаратуры, за 
исключением случаев, предусмотренных статьей 8.51 настоящего Кодекса, - 
влечет наложение административного штрафа на должностных лиц в размере от одной тысячи до двух 
тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования 
юридического лица, - от одной тысячи до двух тысяч рублей или административное приостановление 
деятельности на срок до девяноста суток; на юридических лиц - от десяти тысяч до двадцати тысяч рублей 
или административное приостановление деятельности на срок до девяноста суток.",Административный кодекс Российской Федерации.pdf,121
"Что такое мониторинг, основанный на добровольном участии контролируемых лиц?","В рамках федерального контроля осуществляются мониторинг, основанный на 
добровольном участии контролируемых лиц, и постоянный рейд в соответствии с положениями 
Федерального закона от 31 июля 2020 года N 248-ФЗ ""О государственном контроле (надзоре) и 
муниципальном контроле в Российской Федерации"".",Кодекс внутреннего водного транспорта Российской Федерации.pdf,5
