question,answer,sources
Какой минимальный объем бюджетных ассигнований должен быть предусмотрен для Федерального дорожного фонда?,"В тексте указано, что **базовый объем бюджетных ассигнований Федерального дорожного фонда** устанавливается как **345 000 000,0 тыс. рублей** (с последующей индексацией на прогнозируемый уровень инфляции).

Итого: **345 000 000,0 тыс. рублей**.","Бюджетный кодекс Российской Федерации.pdf:page_131, Бюджетный кодекс Российской Федерации.pdf:page_136, Бюджетный кодекс Российской Федерации.pdf:page_201, Бюджетный кодекс Российской Федерации.pdf:page_287, Бюджетный кодекс Российской Федерации.pdf:page_290, Бюджетный кодекс Российской Федерации.pdf:page_291, Бюджетный кодекс Российской Федерации.pdf:page_312, Бюджетный кодекс Российской Федерации.pdf:page_318, Бюджетный кодекс Российской Федерации.pdf:page_338, Бюджетный кодекс Российской Федерации.pdf:page_344"
Какие условия должны быть соблюдены для временного вывоза транспортных средств с территории СЭЗ на остальную часть таможенной территории Союза?,"В предоставленном фрагменте условия для **временного вывоза транспортных средств с территории СЭЗ на остальную часть таможенной территории Союза** прямо сформулированы частично.

**Что указано в тексте:**
- Временно вывозимые **транспортные средства международной перевозки** вывозятся с таможенной территории Союза **без уплаты вывозных таможенных пошлин** (статья 276, пункт 1).

**Других условий в данном фрагменте (критерии/сроки/обязанности для временного вывоза с территории СЭЗ на остальную часть таможенной территории Союза) — нет в документах.**","Таможенный кодекс Евразийского экономического союза.pdf:page_162, Таможенный кодекс Евразийского экономического союза.pdf:page_220, Таможенный кодекс Евразийского экономического союза.pdf:page_223, Таможенный кодекс Евразийского экономического союза.pdf:page_224, Таможенный кодекс Евразийского экономического союза.pdf:page_336, Таможенный кодекс Евразийского экономического союза.pdf:page_498, Таможенный кодекс Евразийского экономического союза.pdf:page_500, Таможенный кодекс Евразийского экономического союза.pdf:page_501, Таможенный кодекс Евразийского экономического союза.pdf:page_504, Таможенный кодекс Евразийского экономического союза.pdf:page_505"
В какие сроки рассматривает представленный протокол заказчик согласно Методическим рекомендациям по процедуре подрядных торгов?,"Согласно приведенному в тексте фрагменту (раздел о принятии решения заказчиком): **«Заказчик - организатор торгов в недельный срок рассматривает представленный протокол… и принимает решение…»**.

Итого: **в течение 1 недели** с момента представления протокола.","Data1_10_10858_index.pdf:page_21, Data1_10_10865_index.pdf:page_1, Data1_10_10866_index.pdf:page_10, Data1_10_10866_index.pdf:page_5, Data1_10_10866_index.pdf:page_6, Data1_10_10867_index.pdf:page_3, Data1_10_10867_index.pdf:page_4, Гражданский кодекс Российской Федерации.pdf:page_262, Гражданский кодекс Российской Федерации.pdf:page_263, Земельный кодекс Российской Федерации.pdf:page_58"
Как формируются средние базисные цены по унифицированному перечню материальных ресурсов согласно ГОСТ?,"В приведенном фрагменте **нет информации** о том, как формируются **средние базисные цены** по унифицированному перечню материальных ресурсов “согласно ГОСТ”.

Упоминается лишь общий порядок расчета/использования базисных и текущих цен, индексов и ресурсных моделей (РТМ), а также ссылки на методические документы по расчету индексов и регистрации цен, но **конкретного описания формирования “средних базисных цен по унифицированному перечню… согласно ГОСТ” в тексте нет**.","Data1_10_10754_index.pdf:page_5, Data1_10_10864_index.pdf:page_4, Data1_2_2073_index.pdf:page_4, Data1_2_2075_index.pdf:page_3, Data1_2_2080_index.pdf:page_14, Data1_2_2080_index.pdf:page_24, Data1_2_2081_index.pdf:page_5, Data1_2_2081_index.pdf:page_8, Data1_2_2081_index.pdf:page_9, Data1_2_2117_index.pdf:page_10"
"Какие права имеют лица на ознакомление и уточнение информации, собранной таможенными органами?","В предоставленном фрагменте прямо говорится о правах **декларанта** на ознакомление и уточнение информации:

- **Декларант вправе знакомиться** с результатами исследований проб и (или) образцов, имеющимися в таможенных органах (в тексте: *«знакомиться с имеющимися в таможенных органах результатами исследований…»*).
- Также декларант вправе **привлекать экспертов** для уточнения сведений о декларируемых им товарах (в тексте: *«привлекать экспертов для уточнения сведений о декларируемых им товарах»*).

Других прав (кроме прав декларанта) на ознакомление и уточнение информации, собранной таможенными органами, **в данном фрагменте больше нет**.","Налоговый кодекс Российской Федерации.pdf:page_255, Таможенный кодекс Евразийского экономического союза.pdf:page_13, Таможенный кодекс Евразийского экономического союза.pdf:page_402, Таможенный кодекс Евразийского экономического союза.pdf:page_404, Таможенный кодекс Евразийского экономического союза.pdf:page_413, Таможенный кодекс Евразийского экономического союза.pdf:page_423, Таможенный кодекс Евразийского экономического союза.pdf:page_429, Таможенный кодекс Евразийского экономического союза.pdf:page_452, Таможенный кодекс Евразийского экономического союза.pdf:page_85, Таможенный кодекс Евразийского экономического союза.pdf:page_89"
Кто может установить дополнительные основания и условия предоставления отсрочки и рассрочки по уплате региональных и местных налогов?,"Дополнительные основания и иные условия предоставления отсрочки и рассрочки по уплате региональных и местных налогов могут быть установлены:

- **законами субъектов Российской Федерации** и  
- **нормативными правовыми актами представительных органов муниципальных образований**.","Административный кодекс Российской Федерации.pdf:page_597, Бюджетный кодекс Российской Федерации.pdf:page_128, Бюджетный кодекс Российской Федерации.pdf:page_58, Налоговый кодекс Российской Федерации.pdf:page_1323, Налоговый кодекс Российской Федерации.pdf:page_154, Налоговый кодекс Российской Федерации.pdf:page_155, Налоговый кодекс Российской Федерации.pdf:page_159, Налоговый кодекс Российской Федерации.pdf:page_160, Налоговый кодекс Российской Федерации.pdf:page_164, Таможенный кодекс Евразийского экономического союза.pdf:page_60"
Какие виды работ включают использование сборных бетонных блоков согласно ГОСТ?,"В предоставленном фрагменте **нет информации** о том, какие именно виды работ включают использование **сборных бетонных блоков** “согласно ГОСТ”.  

Упоминания про “сборные элементы оболочки”, контроль их установки и т.п. есть, но **конкретного перечня работ именно с сборными бетонными блоками по ГОСТ** в тексте нет.","Data1_10_10865_index.pdf:page_23, Data1_11_11285_index.pdf:page_55, Data1_1_1879_index.pdf:page_17, Data1_1_1879_index.pdf:page_25, Data1_1_1879_index.pdf:page_26, Data1_2_2075_index.pdf:page_15, Data1_2_2075_index.pdf:page_16, Data1_2_2079_index.pdf:page_10, Data1_2_2081_index.pdf:page_11, Data1_2_2081_index.pdf:page_13"
"Какие условия должны быть соблюдены для участников региональных инвестиционных проектов, чтобы продолжать применение пониженных налоговых ставок?","В предоставленных фрагментах прямо указано следующее условие для применения пониженных ставок участниками регионального инвестиционного проекта:

- **Выбранный способ определения налоговой базы** (раздельный порядок) **должен быть закреплен в учетной политике и не подлежит изменению** в течение срока действия статуса (для специальных инвестиционных контрактов в фрагменте это также отдельно указано как условие на весь срок контракта):  
  «*…выбранный способ определения налоговой базы должен быть закреплен в учетной политике и не подлежит изменению…*»

Кроме того, в тексте встречается требование **ведения раздельного учета** доходов (расходов):

- «*…при условии ведения раздельного учета доходов (расходов), полученных (понесенных) от деятельности, осуществляемой в рамках реализации указанного инвестиционного проекта, и доходов (расходов), полученных (понесенных) при осуществлении иной деятельности.*»

Других условий (кроме раздельного учета и неизменности выбранного способа в учетной политике) в данных фрагментах **не раскрыто**.

Ответ: **соблюдение раздельного учета и закрепление способа определения налоговой базы в учетной политике без изменения в период действия статуса**.","Налоговый кодекс Российской Федерации.pdf:page_1099, Налоговый кодекс Российской Федерации.pdf:page_1100, Налоговый кодекс Российской Федерации.pdf:page_1102, Налоговый кодекс Российской Федерации.pdf:page_1104, Налоговый кодекс Российской Федерации.pdf:page_1112, Налоговый кодекс Российской Федерации.pdf:page_1113, Налоговый кодекс Российской Федерации.pdf:page_1139, Налоговый кодекс Российской Федерации.pdf:page_1407, Налоговый кодекс Российской Федерации.pdf:page_57, Налоговый кодекс Российской Федерации.pdf:page_61"
"Какие данные должны быть указаны в реестре перевозочных документов, оформляемых при перевозках товаров, порожнего железнодорожного подвижного состава или контейнеров железнодорожным транспортом?","В предоставленном фрагменте указано, что реестры перевозочных документов (при определенных видах перевозок и для подтверждения обоснованности применения ставки 0%) должны **определять путь следования** и **содержать**:

- **номера перевозочных документов**;  
- **пункты отправления и назначения**;  
- **дату оказания услуг**;  
- **стоимость услуг по перевозке** пассажиров и багажа.  

Также в тексте сказано, что могут представляться **иные документы**, предусмотренные договорами с железными дорогами иностранных государств или международными договорами РФ.

**Для вопроса про перевозки товаров/порожнего железнодорожного подвижного состава/контейнеров** в вашем фрагменте данных нет (нет конкретизации состава реестра именно для этих случаев). Поэтому: **нет в документах**.","Воздушный кодекс Российской Федерации.pdf:page_57, Кодекс внутреннего водного транспорта Российской Федерации.pdf:page_43, Налоговый кодекс Российской Федерации.pdf:page_473, Налоговый кодекс Российской Федерации.pdf:page_474, Налоговый кодекс Российской Федерации.pdf:page_483, Таможенный кодекс Евразийского экономического союза.pdf:page_100, Таможенный кодекс Евразийского экономического союза.pdf:page_173, Таможенный кодекс Евразийского экономического союза.pdf:page_5, Таможенный кодекс Евразийского экономического союза.pdf:page_91, Таможенный кодекс Евразийского экономического союза.pdf:page_95"
Какие телефоны доступны для бесплатной юридической консультации в Санкт-Петербурге и Ленинградской области?,Для бесплатной юридической консультации в **Санкт-Петербурге и Ленинградской области** доступен телефон: **8 (812) 467-95-28**.,"Налоговый кодекс Российской Федерации.pdf:page_1336, Налоговый кодекс Российской Федерации.pdf:page_1344, Налоговый кодекс Российской Федерации.pdf:page_1345, Налоговый кодекс Российской Федерации.pdf:page_1346, Налоговый кодекс Российской Федерации.pdf:page_1347, Налоговый кодекс Российской Федерации.pdf:page_1348, Налоговый кодекс Российской Федерации.pdf:page_1349, Налоговый кодекс Российской Федерации.pdf:page_1352, Налоговый кодекс Российской Федерации.pdf:page_1353, Налоговый кодекс Российской Федерации.pdf:page_1354"
"Какое решение принимается, если оспариваемый ненормативный правовой акт, решение и действия (бездействие) не соответствуют закону?","Если установлено, что оспариваемый ненормативный правовой акт, решение и действия (бездействие) органов, осуществляющих публичные полномочия, должностных лиц **не соответствуют закону или иному нормативному правовому акту**, то суд принимает решение **по правилам главы 20** (в тексте дальше идет продолжение нормы, но в предоставленном фрагменте конкретная формулировка “какое именно” итоговое решение — отсутствует).","Арбитражный процессуальный кодекс Российской Федерации.pdf:page_101, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_102, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_104, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_96, Гражданский кодекс Российской Федерации.pdf:page_6, Земельный кодекс Российской Федерации.pdf:page_161, Кодекс административного судопроизводства Российской Федерации.pdf:page_0, Кодекс административного судопроизводства Российской Федерации.pdf:page_108, Кодекс административного судопроизводства Российской Федерации.pdf:page_123, Кодекс административного судопроизводства Российской Федерации.pdf:page_49"
"Какие действия выполняет суд кассационной инстанции при извещении лиц, участвующих в деле, о передаче кассационных жалобы, представления?","В приведённом тексте сказано, что:

- **суд направляет лицам, участвующим в деле, копии** определения о передаче кассационной жалобы/представления **вместе с делом** для рассмотрения в Судебной коллегии Верховного Суда РФ, **а также копии кассационной жалобы/представления** (статья **291.10**, ч. 1);
- время рассмотрения назначается **с учетом того, чтобы лица, участвующие в деле, имели возможность явиться в судебное заседание** (статья **291.10**, ч. 1);
- **лица извещаются о времени и месте рассмотрения** (статья **291.10**, ч. 2) — в предоставленном фрагменте формулировка дальше обрезана.

Иных действий (кроме направления копий и извещения о времени/месте) в документах не указано.","Арбитражный процессуальный кодекс Российской Федерации.pdf:page_194, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_197, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_198, Гражданский процессуальный кодекс Российской Федерации.pdf:page_136, Гражданский процессуальный кодекс Российской Федерации.pdf:page_143, Гражданский процессуальный кодекс Российской Федерации.pdf:page_148, Кодекс административного судопроизводства Российской Федерации.pdf:page_209, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_251, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_252, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_253"
Какая степень осушки газа должна быть указана согласно ГОСТ МДС-80-8.2000?,нет в документах,"Data1_10_10855_index.pdf:page_7, Data1_10_10865_index.pdf:page_13, Data1_10_10865_index.pdf:page_16, Data1_10_10865_index.pdf:page_21, Data1_11_11295_index.pdf:page_25, Data1_11_11295_index.pdf:page_27, Data1_11_11295_index.pdf:page_46, Data1_11_11295_index.pdf:page_6, Data1_2_2096_index.pdf:page_4, Налоговый кодекс Российской Федерации.pdf:page_595"
Какие министерства и ведомства утверждают ценники на технологическое оборудование предприятий легкой промышленности согласно ГОСТ МДС 81-8.2000?,"В представленном фрагменте **нет упоминаний про технологическое оборудование предприятий легкой промышленности** и нет перечня министерств/ведомств, которые утверждают ценники именно для этой отрасли по **ГОСТ/МДС 81-8.2000** (в тексте также встречается МДС 81-8.2000, но в отрывке приведены лишь общие положения и другие методические документы без нужного перечня).

**Ответ: нет в документах.**","Data1_10_10062_index.pdf:page_1, Data1_10_10754_index.pdf:page_3, Data1_10_10848_index.pdf:page_2, Data1_10_10848_index.pdf:page_6, Data1_10_10864_index.pdf:page_1, Data1_10_10864_index.pdf:page_21, Data1_10_10864_index.pdf:page_31, Data1_2_2075_index.pdf:page_1, Data1_2_2076_index.pdf:page_1, Data1_2_2079_index.pdf:page_1"
Какие категории инвалидов могут заниматься игрой мяч через шнур согласно МДС 35-7.2000?,"Согласно тексту, **игра “Мяч через шнур”** предназначена для **инвалидов с поражением ПОДА**, при этом указаны **ампутанты**.

То есть категории инвалидов: **инвалиды с ПОДА (ампутанты)**.","Data1_10_10847_index.pdf:page_10, Data1_10_10847_index.pdf:page_11, Data1_10_10847_index.pdf:page_15, Data1_10_10847_index.pdf:page_2, Data1_10_10847_index.pdf:page_24, Data1_10_10847_index.pdf:page_25, Data1_10_10847_index.pdf:page_32, Data1_10_10847_index.pdf:page_4, Data1_10_10847_index.pdf:page_7, Data1_10_10847_index.pdf:page_9"
Какие характеристики точек подключения временных сетей указаны в ГОСТ МДС-80-8.2000?,"В предоставленном фрагменте **нет упоминаний** ГОСТ МДС-80-8.2000 и **нет текста**, где перечисляются характеристики точек подключения временных сетей.  

**Ответ:** нет в документах","Data1_10_10754_index.pdf:page_24, Data1_10_10846_index.pdf:page_5, Data1_10_10855_index.pdf:page_6, Data1_10_10855_index.pdf:page_7, Data1_10_10865_index.pdf:page_21, Data1_10_10865_index.pdf:page_25, Data1_10_10865_index.pdf:page_7, Data1_11_11285_index.pdf:page_43, Data1_11_11295_index.pdf:page_44, Data1_11_11295_index.pdf:page_46"
Какие действия допускаются до вступления международных договоров в силу при перемещении товаров трубопроводным транспортом или по линиям электропередачи?,"В приведённом фрагменте указано следующее:

- **Ввоз на таможенную территорию Союза товаров, перемещаемых трубопроводным транспортом**, допускается **после их помещения под таможенные процедуры**, предусмотренные Кодексом, либо, **если это предусмотрено законодательством государств-членов**, — **после их таможенного декларирования в соответствии с таможенной процедурой**.

- **В отношении электрической энергии (товаров, перемещаемых по линиям электропередачи)**: **ввоз и вывоз допускаются до подачи таможенной декларации** таможенному органу.

При этом в вашем тексте **нет формулировки про действия “до вступления международных договоров в силу”** — поэтому по этой части точного ответа в документах найти не удалось.

**Ответ:**  
- Для трубопроводного транспорта: допуск ввоза после помещения под таможенные процедуры (или при наличии в законе государства-члена — после декларирования).  
- Для линий электропередачи: ввоз/вывоз допускаются до подачи таможенной декларации.  
- Про “до вступления международных договоров в силу” — **нет в документах**.","Налоговый кодекс Российской Федерации.pdf:page_461, Таможенный кодекс Евразийского экономического союза.pdf:page_1, Таможенный кодекс Евразийского экономического союза.pdf:page_119, Таможенный кодекс Евразийского экономического союза.pdf:page_13, Таможенный кодекс Евразийского экономического союза.pdf:page_173, Таможенный кодекс Евразийского экономического союза.pdf:page_359, Таможенный кодекс Евразийского экономического союза.pdf:page_360, Таможенный кодекс Евразийского экономического союза.pdf:page_362, Таможенный кодекс Евразийского экономического союза.pdf:page_510, Таможенный кодекс Евразийского экономического союза.pdf:page_91"
Какие меры принимаются при нарушениях стыков плит коробов и шахт согласно ГОСТ МДС 13-18.2000?,"Согласно приведенному фрагменту ГОСТ/МДС **13-18.2000** (в части ремонта коробов и шахт вентиляции):  

- **При нарушениях стыков плит коробов и шахт следует крепить их участками или целиком.**  
- **Крепление выполняют за счет установки каркаса из уголковой стали** вдоль ребер коробов и **поперечных планок через 0,7–1 м**.  
- **Каркас крепят к чердачному перекрытию анкерами.**  

В качестве возможного решения также указано: **при замене отдельных участков коробов можно использовать многопустотные гипсошлаковые плиты.**","Data1_10_10852_index.pdf:page_1, Data1_10_10852_index.pdf:page_12, Data1_10_10852_index.pdf:page_14, Data1_10_10852_index.pdf:page_15, Data1_10_10852_index.pdf:page_25, Data1_10_10852_index.pdf:page_9, Data1_10_10861_index.pdf:page_18, Data1_11_11285_index.pdf:page_50, Data1_11_11285_index.pdf:page_51, Data1_1_1879_index.pdf:page_21"
"Какие требования предъявляет ГОСТ МДС 17-13.2000 к протечкам кровельного покрытия (металлического, рулонного, безрулонного, мастичного, шиферного, черепичного)?","В предоставленном фрагменте документа **МДС 13-17.2000** (ГОССТРОЙ / ГУП АКХ) **нет раздела, где прямо перечислены требования ГОСТ/МДС к протечкам кровельного покрытия** для перечисленных типов кровли (металлического, рулонного, безрулонного, мастичного, шиферного, черепичного).

Единственное относящееся к протечкам по смыслу — встречается формулировка **«протечек кровельного покрытия»** как характерный дефект, но **конкретных нормативных требований (допуски/критерии “как должно быть при протечках”)** для разных видов кровли в данном тексте **не приведено**.

Итого: **нет в документах** (в данном предоставленном фрагменте) — требований именно к протечкам кровельного покрытия.","Data1_10_10861_index.pdf:page_1, Data1_10_10861_index.pdf:page_12, Data1_10_10861_index.pdf:page_14, Data1_10_10861_index.pdf:page_18, Data1_10_10861_index.pdf:page_22, Data1_10_10861_index.pdf:page_40, Data1_10_10861_index.pdf:page_41, Data1_10_10861_index.pdf:page_42, Data1_10_10865_index.pdf:page_39, Data1_2_2081_index.pdf:page_11"
Какие проекты бюджетных смет предложены законодательными (представительными) органами?,"В приведённом фрагменте документа говорится, что орган исполнительной власти (местная администрация) **представляет на рассмотрение и утверждение законодательного (представительного) органа проект закона (решения) о внесении изменений в закон (решение) о бюджете**, уточняющий показатели бюджета с учетом исполнения бюджета (ст. 191 БК РФ).  

Однако **конкретно какие “проекты бюджетных смет”** предложены законодательными (представительными) органами — **в тексте отсутствует**.","Бюджетный кодекс Российской Федерации.pdf:page_0, Бюджетный кодекс Российской Федерации.pdf:page_12, Бюджетный кодекс Российской Федерации.pdf:page_14, Бюджетный кодекс Российской Федерации.pdf:page_244, Бюджетный кодекс Российской Федерации.pdf:page_278, Бюджетный кодекс Российской Федерации.pdf:page_279, Бюджетный кодекс Российской Федерации.pdf:page_295, Бюджетный кодекс Российской Федерации.pdf:page_297, Бюджетный кодекс Российской Федерации.pdf:page_302, Бюджетный кодекс Российской Федерации.pdf:page_75"
Какие нормативные правовые акты регулируют организацию и осуществление государственного строительного надзора?,"В приведённом фрагменте указано, что **государственный строительный надзор** осуществляется в случаях, предусмотренных Градостроительным кодексом РФ, **в частности по статье 54** (“Статья 54. Государственный строительный надзор”).

Также в тексте есть общее указание, что **порядок проведения строительного контроля** устанавливается Правительством РФ (ст. 53), но это именно про *строительный контроль*, а не про *государственный строительный надзор*.

**Итого по вопросу:**  
- **Градостроительный кодекс Российской Федерации от 29.12.2004 № 190-ФЗ — статья 54 “Государственный строительный надзор”**.

Других нормативных правовых актов именно для организации и осуществления **государственного строительного надзора** в предоставленных фрагментах **нет в документах**.","Data1_1_1804_index.pdf:page_1, Data1_1_1804_index.pdf:page_8, Градостроительный кодекс Российской Федерации.pdf:page_0, Градостроительный кодекс Российской Федерации.pdf:page_174, Градостроительный кодекс Российской Федерации.pdf:page_176, Градостроительный кодекс Российской Федерации.pdf:page_177, Градостроительный кодекс Российской Федерации.pdf:page_21, Градостроительный кодекс Российской Федерации.pdf:page_22, Градостроительный кодекс Российской Федерации.pdf:page_27, Градостроительный кодекс Российской Федерации.pdf:page_7"
"Как исчисляются ввозные таможенные пошлины, налоги, специальные, антидемпинговые, компенсационные пошлины в случае помещения товаров под таможенные процедуры?","В приведённом фрагменте ответ есть не полностью, но по смыслу указано следующее (фрагменты относятся к случаям, когда при помещении/нахождении товаров под определённые таможенные процедуры обязанность по уплате возникает “как при выпуске для внутреннего потребления” и/или зависят ставки от дня регистрации деклараций):

1) **При наступлении определённых обстоятельств (в тексте далее перечисляются случаи)** ввозные таможенные пошлины, налоги, **специальные, антидемпинговые, компенсационные пошлины** подлежат уплате **“как если бы товары помещались под таможенную процедуру выпуска для внутреннего потребления”**, без применения тарифных преференций и льгот.

2) **Ставки для исчисления зависят от дня регистрации таможенным органом соответствующего документа**, в т.ч. указано, что применяются ставки:
- **действующие на день регистрации декларации** на товары (например, в контексте “свободного склада” — на день регистрации декларации, поданной для помещения товаров под эту процедуру; аналогично для случаев с заявлением о выпуске до подачи декларации);
- также встречается формулировка про применение ставок **на день регистрации таможенным органом заявления о выпуске товаров** в ситуации, когда выпуск был произведён до подачи декларации.

3) Если **таможенный орган не располагает точными сведениями о товарах**, то **база для исчисления** определяется **на основании имеющихся у таможенного органа сведений**, при этом **классификация осуществляется с учётом пункта 3 статьи 20 Кодекса**.

4) Если **код товара определён на уровне группировки менее 10 знаков**, то для расчёта применяются **наибольшие из ставок**:
- по **ввозным таможенным пошлинам** — наибольшая ставка, соответствующая товарам в этой группировке;
- по **налогам** — наибольшая ставка **НДС** и наибольшая ставка **акцизов** (соответствующая товарам в группировке с наибольшей из ставок ввозных пошлин);
- по **специальным, антидемпинговым, компенсационным пошлинам** — наибольшая из ставок, соответствующая товарам в группировке.

Если вы уточните **какую именно таможенную процедуру** имеете в виду (свободный склад, свободная таможенная зона, временный ввоз и т.п.) и **какое основание начисления** (недоставка, утрата, использование не по назначению и т.д.), я смогу точнее “собрать” ответ из ваших фрагментов.","Таможенный кодекс Евразийского экономического союза.pdf:page_111, Таможенный кодекс Евразийского экономического союза.pdf:page_159, Таможенный кодекс Евразийского экономического союза.pdf:page_179, Таможенный кодекс Евразийского экономического союза.pdf:page_236, Таможенный кодекс Евразийского экономического союза.pdf:page_252, Таможенный кодекс Евразийского экономического союза.pdf:page_253, Таможенный кодекс Евразийского экономического союза.pdf:page_255, Таможенный кодекс Евразийского экономического союза.pdf:page_263, Таможенный кодекс Евразийского экономического союза.pdf:page_352, Таможенный кодекс Евразийского экономического союза.pdf:page_98"
Какие требования к согласованию проектной документации с надзорными органами указаны в ГОСТ МДС-80-8.2000?,"В представленных фрагментах **МДС 80-8.2000** указано требование о согласовании проектной документации с органами государственного надзора в случае отступлений от норм:

- **п. 3.2.12**: «Согласование документации … а также **в случаях обоснованных отступлений от действующих норм, правил и стандартов**, в части этих отступлений **с органами государственного надзора и заинтересованными организациями**, утвердившими их».  

Других прямых требований именно к согласованию с надзорными органами в данном тексте фрагмента **нет**.","Data1_10_10849_index.pdf:page_1, Data1_10_10858_index.pdf:page_5, Data1_10_10865_index.pdf:page_1, Data1_10_10865_index.pdf:page_32, Data1_10_10869_index.pdf:page_1, Data1_11_11285_index.pdf:page_66, Data1_1_1904_index.pdf:page_1, Data1_1_1904_index.pdf:page_26, Data1_1_1904_index.pdf:page_27, Градостроительный кодекс Российской Федерации.pdf:page_118"
